property_id,sale_price,bedrooms,bathrooms,floor_area_sqm,garden_sqm,age_years,distance_to_station_km,distance_to_school_km,neighbourhood,sale_date,epc_rating
PROP-00297,338715,2,2,85.0,81.6,42,0.2,1.9,Ironbridge,2024-12-31,E
PROP-00298,86801,1,1,31.5,0.0,46,0.9,0.6,Riverside,2023-06-02,D
PROP-00299,385728,4,1,96.2,96.9,4,1.2,1.0,Westbury,2022-10-08,D
PROP-00300,349889,4,1,90.8,0.0,4,0.4,0.4,Ironbridge,2024-12-07,C
PROP-00301,234453,2,2,73.0,59.2,10,0.1,0.3,Drayton,2024-10-08,C
PROP-00302,554257,5,2,136.4,133.2,41,1.0,3.0,Ironbridge,2024-08-08,A
PROP-00303,167963,1,1,48.5,39.3,3,2.2,0.2,Dunmore,2022-10-11,E
PROP-00304,404299,3,1,108.5,46.7,52,0.8,0.5,Drayton,2024-03-31,D
PROP-00305,225299,3,3,76.2,58.5,4,1.9,0.2,Dunmore,2022-11-23,B
PROP-00306,321018,3,2,86.3,0.0,19,0.8,0.2,Victoria,2022-09-25,D
PROP-00307,524420,5,1,111.1,119.1,15,1.9,1.1,Zelton,2023-04-04,E
PROP-00308,193591,3,2,66.0,80.8,43,1.6,0.3,Chapel End,2022-04-22,A
PROP-00309,374798,3,1,96.1,45.3,3,1.1,0.4,Ironbridge,2022-04-14,D
PROP-00310,360297,3,1,100.2,93.6,77,1.0,0.3,Parkside,2022-02-06,B
PROP-00311,205839,3,1,52.3,70.8,132,1.6,2.0,Riverside,2023-02-28,E
PROP-00312,190199,3,1,46.6,54.3,38,1.1,1.1,Westbury,2024-07-15,B
PROP-00313,202268,2,2,75.0,70.3,64,1.3,0.6,Drayton,2022-04-04,C
PROP-00314,446444,4,1,98.3,104.2,76,0.5,1.6,Gladstone,2023-11-24,B
PROP-00315,265713,4,1,82.0,0.0,88,1.0,0.9,Queensbury,2022-10-03,D
PROP-00316,103514,1,1,30,46.3,103,2.4,2.1,Westbury,2022-12-22,F
PROP-00317,221905,3,2,72.6,104.1,37,1.9,0.4,Millbrook,2023-12-04,C
PROP-00318,238307,3,1,59.1,105.2,14,1.9,1.8,Westbury,2023-03-22,C
PROP-00319,378562,3,3,102.0,0.0,49,5.0,0.4,Riverside,2023-10-23,F
PROP-00320,343776,3,2,88.3,49.0,73,0.6,1.7,Brindley,2022-01-27,D
PROP-00321,242644,2,1,65.8,72.8,61,5.0,1.1,Eastmoor,2022-05-08,F
PROP-00322,209603,3,1,69.1,57.0,33,0.5,1.0,Millbrook,2023-05-02,D
PROP-00323,323884,4,2,91.8,135.9,19,4.8,3.0,Kingsway,2022-04-21,A
PROP-00324,438556,5,3,104.9,120.4,49,0.8,0.9,Yarrow,2023-02-07,G
PROP-00325,218834,4,1,56.2,0.0,131,2.1,0.3,Beechwood,2024-05-27,C
PROP-00326,284741,3,1,69.1,75.3,49,0.4,0.3,Kingsway,2022-04-15,G
PROP-00327,302061,3,1,70.5,57.5,15,0.5,0.4,Castlegate,2024-10-31,C
PROP-00328,444807,3,2,87.9,94.7,16,0.8,0.4,Zelton,2024-12-22,D
PROP-00329,578842,6,1,132.4,78.9,38,1.6,2.8,Victoria,2023-10-20,D
PROP-00330,363667,5,3,100.9,135.5,96,2.7,0.6,Brindley,2024-11-07,D
PROP-00331,327262,3,1,80.0,0.0,4,5.0,1.4,Riverside,2022-01-16,E
PROP-00332,442970,4,3,105.9,124.7,48,5.0,1.4,Uppermill,2022-05-28,F
PROP-00333,265426,3,1,78.1,0.0,7,0.5,0.3,Chapel End,2023-04-12,C
PROP-00334,282750,3,1,68.2,97.3,5,0.1,1.2,Castlegate,2022-04-04,F
PROP-00335,292284,3,1,67.5,69.1,104,0.8,1.6,Ashworth,2024-08-28,C
PROP-00336,242367,3,1,58.2,113.3,128,0.3,1.1,Foxhall,2024-02-04,A
PROP-00337,188679,2,1,54.7,11.1,14,2.2,2.1,Langford,2023-03-10,D
PROP-00338,610820,5,3,121.0,127.4,11,0.3,1.1,Stoneleigh,2022-04-22,G
PROP-00339,270705,3,2,59.1,95.4,51,1.1,0.5,Eastmoor,2023-04-26,B
PROP-00340,270640,2,1,67.0,97.0,43,1.9,0.3,Stoneleigh,2024-01-17,G
PROP-00341,212622,1,1,57.5,53.3,73,0.3,1.3,Elmswood,2024-09-09,D
PROP-00342,330627,3,2,71.8,86.0,3,0.6,1.6,Elmswood,2023-02-07,C
PROP-00343,226880,4,3,76.1,69.0,34,2.3,0.4,Beechwood,2023-06-18,D
PROP-00344,440794,5,2,110.2,103.3,88,1.4,1.8,Eastmoor,2024-08-09,D
PROP-00345,302026,3,2,78.0,97.0,7,1.2,0.7,Ferndale,2022-10-27,F
PROP-00346,435273,4,3,121.6,110.6,12,0.5,1.1,Queensbury,2024-01-10,D
PROP-00347,124430,1,1,46.1,46.3,70,2.8,0.4,Riverside,2022-12-23,D
PROP-00348,250215,3,1,62.7,46.0,18,3.7,0.8,Langford,2023-12-08,D
PROP-00349,101348,1,1,30,58.8,13,0.3,0.3,Thornton,2022-08-31,E
PROP-00350,268670,2,2,57.8,41.8,9,0.4,1.6,Ashworth,2023-05-15,A
PROP-00351,345126,2,2,75.5,79.1,102,1.2,0.6,Stoneleigh,2022-02-08,F
PROP-00352,362590,4,2,106.9,94.3,25,1.1,0.4,Northgate,2022-10-20,G
PROP-00353,205139,3,2,66.3,0.0,46,3.9,0.9,Castlegate,2023-04-16,D
PROP-00354,215473,2,2,65.7,57.5,4,1.1,1.0,Beechwood,2024-12-24,D
PROP-00355,274430,4,1,79.6,54.6,0,4.3,1.1,Northgate,2024-12-05,D
PROP-00356,278632,3,1,82.3,91.0,35,2.1,1.3,Westbury,2022-07-20,D
PROP-00357,197219,2,1,64.3,119.2,83,0.9,0.4,Westbury,2022-01-15,E
PROP-00358,319658,3,1,76.4,75.0,22,1.4,0.4,Riverside,2024-05-17,E
PROP-00359,309764,3,1,68.4,47.0,61,1.1,0.6,Riverside,2024-09-17,C
PROP-00360,365661,4,1,95.6,0.0,79,0.3,0.4,Brindley,2022-11-28,B
PROP-00361,313889,2,2,75.8,66.0,133,0.1,0.3,Eastmoor,2024-08-23,E
PROP-00362,263646,3,1,80.1,0.0,19,5.0,1.0,Queensbury,2023-08-10,F
PROP-00363,552984,6,1,134.4,114.7,0,3.0,2.3,Queensbury,2023-08-09,C
PROP-00364,354344,3,1,83.3,0.0,1,0.5,0.2,Ferndale,2022-06-27,C
PROP-00365,277197,3,2,65.2,84.2,3,0.6,1.6,Foxhall,2023-12-14,D
PROP-00366,484619,6,1,125.3,119.8,34,0.6,0.6,Drayton,2022-05-29,D
PROP-00367,499421,4,3,132.0,112.6,47,5.0,0.9,Zelton,2023-05-14,G
PROP-00368,160021,2,2,47.7,21.6,26,0.5,0.6,Brindley,2023-03-28,E
PROP-00369,182903,3,1,53.3,79.1,13,0.9,1.3,Kingsway,2022-06-05,D
PROP-00370,417722,5,1,95.7,157.2,117,1.8,2.1,Parkside,2023-02-13,C
PROP-00371,121319,2,1,30.7,59.3,4,3.9,1.1,Victoria,2024-10-05,E
PROP-00372,285422,1,1,71.1,42.3,15,3.5,1.9,Stoneleigh,2023-07-17,D
PROP-00373,397423,3,1,102.3,106.1,22,4.3,0.2,Langford,2024-03-17,E
PROP-00374,400971,4,1,110.2,120.7,0,1.8,0.6,Drayton,2023-10-29,D
PROP-00375,277160,3,1,71.4,66.9,27,0.5,1.2,Langford,2024-01-18,D
PROP-00376,302218,2,1,74.3,94.0,4,0.6,0.4,Northgate,2024-02-20,C
PROP-00377,263908,2,2,91.1,0.0,27,5.0,1.7,Queensbury,2024-12-29,F
PROP-00378,321314,2,2,76.9,0.0,4,0.4,0.4,Ironbridge,2024-09-02,E
PROP-00379,220201,2,1,75.1,78.5,21,0.7,1.1,Thornton,2023-02-12,E
PROP-00380,371579,3,2,90.9,123.7,44,1.1,1.3,Elmswood,2022-06-10,D
PROP-00381,483907,6,3,122.0,153.6,37,0.9,2.1,Castlegate,2022-11-28,D
PROP-00382,218378,2,1,58.0,89.1,12,1.0,1.8,Langford,2024-12-02,D
PROP-00383,151267,1,1,47.9,91.1,3,0.4,0.3,Castlegate,2024-08-27,D
PROP-00384,80000,2,2,30,0.0,38,0.2,2.3,Millbrook,2023-09-26,C
PROP-00385,218810,2,1,55.4,60.5,1,1.7,1.8,Kingsway,2024-09-02,D
PROP-00386,236024,2,1,58.1,65.0,36,1.6,1.0,Stoneleigh,2024-06-09,D
PROP-00387,442601,3,2,93.5,69.5,3,0.7,0.6,Eastmoor,2023-09-14,A
PROP-00388,385774,4,1,97.0,156.4,117,1.1,0.2,Northgate,2023-08-23,E
PROP-00389,157860,2,1,50.2,88.4,20,0.4,1.3,Millbrook,2024-02-14,C
PROP-00390,221751,2,2,76.7,83.4,13,2.1,1.5,Northgate,2023-01-21,B
PROP-00391,146521,2,1,47.4,43.7,38,0.4,0.2,Beechwood,2024-12-31,A
PROP-00392,259915,2,2,67.4,71.5,27,0.7,0.5,Brindley,2024-10-17,D
PROP-00393,285951,3,2,65.0,127.2,2,2.3,0.3,Parkside,2023-01-07,C
PROP-00394,317088,3,1,72.1,79.6,147,0.5,3.0,Gladstone,2024-08-01,F
PROP-00395,411689,4,2,113.9,96.8,14,0.7,1.0,Beechwood,2024-12-02,B
PROP-00396,316231,2,2,82.4,72.5,40,0.7,0.3,Ironbridge,2022-09-03,D
PROP-00397,494357,4,1,122.3,111.4,36,0.8,0.3,Ferndale,2024-10-20,B
PROP-00398,485153,6,2,120.5,0.0,17,0.4,0.8,Drayton,2022-09-15,D
PROP-00399,580977,4,2,139.2,84.8,46,0.8,0.3,Elmswood,2022-03-22,D
PROP-00400,271011,4,2,80.2,92.3,31,0.7,0.7,Dunmore,2022-11-25,B
PROP-00401,333219,4,2,93.8,104.8,52,3.3,1.0,Langford,2023-05-05,D
PROP-00402,309645,4,2,82.6,94.0,27,1.3,1.0,Kingsway,2024-04-19,E
PROP-00403,383880,3,1,85.1,87.7,4,0.4,0.2,Uppermill,2024-03-06,E
PROP-00404,300383,3,2,75.0,80.7,50,0.1,2.2,Uppermill,2024-10-03,B
PROP-00405,260156,3,2,83.3,104.4,2,1.5,0.8,Yarrow,2022-05-25,C
PROP-00406,250021,2,1,54.1,68.6,19,0.4,1.1,Stoneleigh,2023-01-02,D
PROP-00407,134619,2,2,45.5,34.3,85,0.4,0.4,Millbrook,2024-10-30,D
PROP-00408,142952,3,2,50.7,50.8,31,5.0,1.7,Northgate,2024-05-31,F
PROP-00409,249816,3,1,89.0,84.2,24,4.9,0.2,Beechwood,2023-08-06,E
PROP-00410,119567,1,1,44.3,53.2,9,0.7,1.4,Westbury,2023-07-20,D
PROP-00411,273871,3,1,77.6,95.9,88,0.5,0.4,Jubilee,2022-07-08,E
PROP-00412,321230,3,3,76.6,45.1,7,2.7,1.1,Stoneleigh,2022-07-15,E
PROP-00413,337178,4,1,93.8,119.9,84,1.0,2.3,Drayton,2023-04-10,F
PROP-00414,435560,3,2,104.9,88.1,14,0.2,0.8,Eastmoor,2023-11-01,D
PROP-00415,284496,3,3,70.8,85.6,3,0.9,1.4,Eastmoor,2022-09-28,D
PROP-00416,301441,2,2,75.4,0.0,27,2.3,0.3,Eastmoor,2024-09-11,D
PROP-00417,157918,2,1,43.6,56.1,29,0.5,0.4,Northgate,2023-10-25,E
PROP-00418,294210,3,1,76.0,70.6,0,0.6,3.0,Thornton,2024-06-24,E
PROP-00419,226118,2,1,65.2,54.8,56,3.0,0.3,Beechwood,2023-05-13,E
PROP-00420,417502,4,1,83.6,120.9,0,0.5,0.8,Gladstone,2024-12-07,G
PROP-00421,202486,2,1,60.0,56.3,0,1.4,1.1,Beechwood,2023-06-08,C
PROP-00422,319020,3,1,82.7,93.7,43,1.7,2.2,Langford,2022-08-09,A
PROP-00423,80000,2,2,30,115.7,49,3.6,0.7,Thornton,2024-12-24,B
PROP-00424,306101,3,3,95.3,0.0,11,1.2,0.5,Millbrook,2022-11-18,A
PROP-00425,290395,3,1,90.5,39.3,39,3.3,2.0,Chapel End,2022-03-02,D
PROP-00426,409407,5,1,106.8,0.0,52,1.2,1.1,Dunmore,2023-04-11,D
PROP-00427,347911,2,1,93.3,59.9,31,0.4,0.3,Riverside,2023-02-19,C
PROP-00428,392833,3,1,100.9,98.8,108,3.8,0.5,Riverside,2024-12-27,F
PROP-00429,302488,2,1,78.6,42.4,84,0.9,0.6,Oakfield,2023-07-15,C
PROP-00430,252361,2,2,54.0,66.6,10,0.5,1.1,Langford,2022-06-12,F
PROP-00431,492107,4,1,106.6,76.9,8,0.8,0.7,Ferndale,2023-01-31,C
PROP-00432,116237,1,1,48.1,51.4,56,0.2,2.3,Oakfield,2024-09-30,F
PROP-00433,203664,2,1,61.3,0.0,53,0.8,0.5,Thornton,2024-12-11,E
PROP-00434,311711,5,2,98.7,111.5,1,5.0,0.8,Millbrook,2022-03-22,D
PROP-00435,605770,6,1,149.6,162.2,13,0.4,0.5,Foxhall,2022-04-22,F
PROP-00436,295841,3,1,86.9,61.0,4,2.4,2.4,Westbury,2022-10-05,D
PROP-00437,273615,2,2,69.5,78.2,11,1.9,2.1,Brindley,2022-12-02,F
PROP-00438,269933,4,1,91.2,0.0,49,2.0,3.0,Thornton,2022-11-24,D
PROP-00439,367024,3,1,85.5,104.9,79,0.4,0.3,Zelton,2022-04-16,D
PROP-00440,575755,6,1,155.7,0.0,91,4.9,0.2,Zelton,2023-06-03,A
PROP-00441,328535,3,1,86.6,87.5,25,0.9,0.3,Thornton,2022-01-14,C
PROP-00442,408912,5,1,95.8,81.5,8,0.2,0.5,Eastmoor,2022-03-08,E
PROP-00443,226414,2,1,51.4,0.0,150,0.4,0.5,Victoria,2022-12-30,D
PROP-00444,80000,1,1,30,92.0,56,2.9,0.3,Parkside,2022-10-03,B
PROP-00445,249270,3,1,61.0,79.8,37,0.3,1.2,Uppermill,2024-12-19,B
PROP-00446,459427,5,3,117.3,98.1,29,5.0,0.5,Eastmoor,2024-10-13,D
PROP-00447,478592,4,1,108.1,51.5,13,0.4,0.3,Oakfield,2022-08-30,F
PROP-00448,455802,6,1,111.1,96.9,0,0.4,0.5,Brindley,2022-05-19,C
PROP-00449,185152,2,2,61.8,57.8,20,1.4,2.8,Chapel End,2022-12-26,C
PROP-00450,284051,3,3,90.9,67.5,39,3.4,0.8,Kingsway,2024-08-05,G
PROP-00451,520466,4,3,114.1,110.5,45,1.3,0.2,Stoneleigh,2023-11-11,G
PROP-00452,231321,2,1,47.6,57.1,30,0.4,0.9,Ferndale,2022-08-28,G
PROP-00453,344471,4,2,95.5,105.8,27,0.5,0.7,Jubilee,2023-03-19,D
PROP-00454,431435,4,2,103.9,94.7,26,1.1,0.4,Foxhall,2024-09-17,F
PROP-00455,502987,5,1,103.0,0.0,150,1.2,3.0,Gladstone,2022-03-16,D
PROP-00456,363953,3,3,88.7,0.0,75,3.2,0.5,Elmswood,2022-04-05,B
PROP-00457,280892,3,2,71.5,115.3,89,0.7,0.4,Ironbridge,2024-12-26,D
PROP-00458,163514,2,1,38.9,0.0,127,1.3,0.3,Riverside,2023-12-19,D
PROP-00459,447069,4,1,104.5,131.1,16,1.0,0.3,Parkside,2022-04-14,B
PROP-00460,262524,3,1,60.8,109.5,39,1.9,0.7,Langford,2023-10-02,D
PROP-00461,219715,3,2,57.4,86.0,5,2.6,2.2,Oakfield,2022-07-19,D
PROP-00462,213471,2,2,62.7,42.0,6,3.5,0.4,Langford,2024-03-13,C
PROP-00463,378127,4,3,75.9,127.9,17,1.0,0.3,Zelton,2023-12-15,E
PROP-00464,281639,3,2,59.3,0.0,32,0.2,0.5,Oakfield,2024-03-31,E
PROP-00465,159496,3,2,40.3,65.0,16,2.6,0.9,Brindley,2024-06-10,E
PROP-00466,164297,2,2,42.7,0.0,106,1.4,0.7,Stoneleigh,2024-08-06,D
PROP-00467,135844,2,2,51.5,0.0,4,2.6,1.4,Millbrook,2023-11-02,D
PROP-00468,118591,2,1,56.8,71.4,56,1.7,0.7,Jubilee,2024-03-09,E
PROP-00469,224617,3,1,73.5,65.2,97,0.6,2.5,Northgate,2023-12-07,B
PROP-00470,322155,3,2,68.8,134.7,137,0.1,0.9,Langford,2022-08-13,C
PROP-00471,501256,5,1,110.6,91.1,19,0.8,0.8,Victoria,2022-12-22,D
PROP-00472,530514,4,1,111.6,87.8,5,0.1,1.0,Eastmoor,2024-09-23,E
PROP-00473,310825,3,3,97.5,103.2,24,2.4,0.9,Northgate,2023-01-04,D
PROP-00474,231122,3,1,77.9,0.0,37,1.4,1.7,Hartley,2024-10-24,C
PROP-00475,298044,3,3,89.0,81.6,26,1.9,0.3,Yarrow,2024-12-14,G
PROP-00476,477291,4,1,124.8,0.0,25,2.1,2.8,Castlegate,2023-10-02,E
PROP-00477,239178,2,1,64.0,42.3,25,2.1,0.6,Brindley,2023-08-27,C
PROP-00478,370244,3,1,99.1,82.7,34,1.4,1.1,Jubilee,2022-02-25,C
PROP-00479,381643,3,1,102.2,105.3,38,0.6,0.4,Yarrow,2022-08-17,E
PROP-00480,298282,2,1,78.9,67.3,26,2.5,1.8,Kingsway,2022-06-22,C
PROP-00481,370302,3,2,92.1,49.4,19,1.7,1.2,Ferndale,2023-03-08,E
PROP-00482,202031,3,2,65.3,0.0,7,0.9,0.5,Yarrow,2024-12-26,C
PROP-00483,397134,3,1,95.1,142.1,23,1.8,2.8,Victoria,2022-03-26,B
PROP-00484,468951,5,2,130.3,107.8,78,0.7,0.4,Drayton,2023-06-07,E
PROP-00485,235895,3,1,70.6,88.9,45,5.0,0.5,Ashworth,2022-01-18,B
PROP-00486,163204,1,1,55.9,71.5,13,0.4,0.2,Castlegate,2022-04-27,E
PROP-00487,539196,6,2,109.3,165.9,5,1.7,2.0,Stoneleigh,2023-01-14,B
PROP-00488,255509,3,1,44.6,97.1,102,0.6,0.6,Elmswood,2023-10-25,C
PROP-00489,455763,4,1,102.0,158.0,12,1.0,0.7,Foxhall,2023-02-15,E
PROP-00490,394087,3,2,93.5,104.6,38,0.3,0.7,Ironbridge,2022-07-31,A
PROP-00491,290318,2,1,69.6,91.2,108,1.7,0.4,Westbury,2023-11-07,D
PROP-00492,331976,3,2,95.2,74.3,74,2.4,1.4,Riverside,2023-04-08,A
PROP-00493,489943,4,1,112.2,122.5,14,0.2,3.0,Uppermill,2022-07-05,D
PROP-00494,305936,3,3,93.6,98.4,41,0.4,0.2,Millbrook,2023-01-27,C
PROP-00495,249016,3,1,48.9,0.0,40,2.1,0.3,Gladstone,2022-02-21,F
PROP-00496,241272,3,2,78.7,20.3,66,5.0,0.2,Kingsway,2022-04-25,D
PROP-00497,500462,4,1,117.0,130.7,24,1.8,1.9,Eastmoor,2023-04-23,B
PROP-00498,300190,3,1,80.9,122.3,5,0.4,0.2,Jubilee,2022-07-19,D
PROP-00499,448801,3,2,104.5,0.0,36,1.5,0.3,Gladstone,2024-05-22,D
PROP-00500,376472,4,3,91.2,80.1,34,0.3,1.6,Brindley,2023-03-13,G
PROP-00501,299940,2,1,63.6,81.8,7,0.5,0.9,Eastmoor,2022-07-24,G
PROP-00502,422786,4,2,97.5,95.6,0,0.4,0.3,Uppermill,2023-08-05,D
PROP-00503,254149,3,1,54.1,0.0,12,1.0,0.4,Ferndale,2022-03-19,E
PROP-00504,594236,6,2,149.0,128.6,10,0.3,0.8,Drayton,2024-01-12,G
PROP-00505,471029,6,2,112.5,137.8,2,0.3,0.3,Dunmore,2024-08-29,D
PROP-00506,182877,1,1,63.0,34.3,65,2.2,0.2,Yarrow,2022-04-18,D
PROP-00507,246558,2,2,53.6,71.2,51,1.4,0.5,Gladstone,2023-10-30,C
PROP-00508,225687,2,2,47.9,57.5,25,1.1,2.0,Eastmoor,2023-03-19,E
PROP-00509,401136,3,1,94.7,115.1,148,0.4,0.3,Westbury,2022-05-03,C
PROP-00510,380473,3,1,101.2,110.7,62,1.6,1.0,Ferndale,2023-04-16,B
PROP-00511,291181,3,2,85.8,71.7,24,0.1,0.6,Dunmore,2023-05-21,C
PROP-00512,484414,5,2,132.5,0.0,34,0.1,3.0,Beechwood,2024-08-21,F
PROP-00513,245756,3,1,75.1,96.9,11,1.3,0.2,Yarrow,2024-04-12,C
PROP-00514,170222,2,1,57.1,61.3,14,1.9,1.8,Yarrow,2022-02-19,D
PROP-00515,356403,4,1,98.8,72.7,0,1.6,0.6,Westbury,2023-11-13,D
PROP-00516,191579,1,1,38.5,115.0,63,2.4,0.3,Elmswood,2023-11-19,F
PROP-00517,431652,5,1,107.6,0.0,19,1.0,0.2,Langford,2022-12-25,E
PROP-00518,359259,4,1,95.0,100.9,26,4.3,0.9,Westbury,2023-03-06,G
PROP-00519,400230,4,1,89.9,115.8,12,0.2,0.5,Parkside,2024-10-23,D
PROP-00520,293777,3,2,64.2,62.1,44,1.9,3.0,Elmswood,2022-05-15,C
PROP-00521,586446,5,1,143.1,140.8,125,0.3,0.5,Westbury,2022-10-31,D
PROP-00522,543774,6,1,141.2,106.1,25,0.9,1.3,Ashworth,2023-08-21,C
PROP-00523,217094,2,2,65.0,130.3,21,0.7,1.0,Kingsway,2024-09-22,E
PROP-00524,199891,3,1,63.1,102.2,62,0.5,0.6,Jubilee,2022-04-07,C
PROP-00525,336736,3,1,96.1,134.1,13,5.0,1.7,Westbury,2022-11-11,C
PROP-00526,291035,2,1,65.3,82.9,1,0.7,0.5,Langford,2024-07-07,D
PROP-00527,524828,6,2,135.4,133.9,58,4.5,2.3,Eastmoor,2022-01-09,F
PROP-00528,260258,3,1,73.9,126.1,150,1.7,1.5,Yarrow,2024-06-24,D
PROP-00529,341840,3,2,85.7,77.0,14,0.9,1.7,Oakfield,2024-01-02,B
PROP-00530,251677,2,2,79.2,71.8,3,2.9,1.1,Castlegate,2024-11-14,D
PROP-00531,165092,2,1,32.6,33.3,17,0.3,1.7,Langford,2024-03-01,D
PROP-00532,306220,2,1,62.1,81.2,54,0.9,0.7,Ferndale,2024-05-18,F
PROP-00533,452900,5,1,109.6,109.5,25,3.1,3.0,Castlegate,2024-02-09,B
PROP-00534,206125,2,1,61.9,19.5,8,2.8,0.5,Parkside,2022-03-28,C
PROP-00535,289222,4,1,81.4,0.0,0,0.6,2.7,Chapel End,2024-08-25,B
PROP-00536,224945,3,3,63.9,99.5,11,0.3,0.5,Castlegate,2024-01-11,E
PROP-00537,256278,2,2,63.0,80.1,52,0.1,0.4,Stoneleigh,2022-04-30,C
PROP-00538,185027,2,2,66.9,81.2,21,3.7,0.6,Jubilee,2023-08-21,D
PROP-00539,199438,2,2,56.4,57.7,15,0.7,1.7,Brindley,2023-09-09,C
PROP-00540,396924,3,2,95.3,103.7,0,1.2,0.6,Parkside,2024-04-23,D
PROP-00541,142866,2,2,56.7,78.9,46,4.7,1.7,Westbury,2022-08-22,D
PROP-00542,415548,3,1,93.3,33.5,14,0.8,1.6,Elmswood,2024-12-07,G
PROP-00543,181244,2,2,59.3,0.0,5,1.9,1.1,Jubilee,2022-09-14,C
PROP-00544,261818,3,2,83.4,0.0,59,2.2,0.2,Drayton,2022-03-09,G
PROP-00545,243719,3,3,62.0,0.0,14,0.1,0.3,Drayton,2023-02-25,E
PROP-00546,253259,3,1,73.4,141.9,17,0.4,0.8,Yarrow,2023-05-11,D
PROP-00547,338746,3,1,76.8,83.0,8,0.6,2.1,Riverside,2022-01-09,F
PROP-00548,288644,3,2,85.0,62.2,126,0.4,0.6,Millbrook,2024-05-18,C
PROP-00549,263515,3,1,79.9,63.3,29,1.1,0.6,Jubilee,2022-03-25,B
PROP-00550,300258,2,2,67.6,96.8,32,0.6,1.7,Gladstone,2022-05-23,G
PROP-00551,358777,3,2,102.5,167.4,4,1.0,1.1,Castlegate,2022-09-02,C
PROP-00552,587953,6,2,147.2,141.6,8,0.4,1.7,Millbrook,2022-09-09,C
PROP-00553,299136,4,2,92.8,138.9,12,2.4,1.0,Millbrook,2023-12-31,D
PROP-00554,402371,6,2,101.2,0.0,24,0.3,0.7,Hartley,2022-10-03,A
PROP-00555,246711,2,2,63.9,42.1,6,1.6,0.3,Castlegate,2024-11-30,G
PROP-00556,312158,3,1,74.2,113.3,31,2.6,0.8,Ashworth,2022-03-06,D
PROP-00557,306685,3,3,73.8,100.2,43,2.4,1.9,Ferndale,2024-10-03,D
PROP-00558,225245,2,2,53.8,70.9,43,1.8,0.9,Parkside,2022-11-17,D
PROP-00559,312800,3,1,83.0,87.1,2,1.4,0.3,Langford,2023-12-16,G
PROP-00560,432401,4,1,107.6,0.0,16,0.8,0.5,Victoria,2023-05-16,C
PROP-00561,291063,2,1,80.7,89.4,4,0.4,0.8,Beechwood,2024-08-01,E
PROP-00562,366726,5,1,100.3,53.0,18,0.8,0.9,Brindley,2024-09-27,B
PROP-00563,292456,3,1,51.6,85.9,7,0.6,3.0,Gladstone,2024-10-14,E
PROP-00564,335956,4,2,75.4,179.8,20,0.5,1.3,Castlegate,2022-07-14,E
PROP-00565,212954,2,1,66.4,43.1,63,1.7,0.5,Brindley,2023-09-07,D
PROP-00566,249790,3,1,67.9,70.1,85,1.6,0.8,Ferndale,2024-10-19,C
PROP-00567,349422,3,2,90.0,77.5,66,3.0,2.1,Foxhall,2022-05-03,D
PROP-00568,200723,2,2,76.9,84.3,78,3.7,1.0,Dunmore,2024-04-24,C
PROP-00569,288685,4,2,96.2,133.9,4,0.4,0.4,Chapel End,2023-09-28,D
PROP-00570,364009,3,3,83.2,84.1,62,0.6,0.8,Uppermill,2022-03-28,F
PROP-00571,336521,3,1,83.0,76.9,80,3.6,0.6,Langford,2022-07-04,D
PROP-00572,152839,2,1,52.6,97.7,70,4.6,2.3,Ironbridge,2024-10-13,B
PROP-00573,226934,2,1,65.7,49.1,19,2.2,0.4,Northgate,2023-03-23,C
PROP-00574,279270,2,1,67.5,99.0,48,0.3,0.8,Parkside,2023-05-20,C
PROP-00575,389437,5,3,99.5,145.1,0,5.0,0.9,Chapel End,2022-04-22,F
PROP-00576,154746,2,1,49.9,53.5,46,1.2,0.4,Oakfield,2024-03-06,A
PROP-00577,531701,5,1,126.4,0.0,69,0.5,0.4,Elmswood,2022-11-25,D
PROP-00578,268606,3,3,80.6,0.0,80,2.7,2.5,Parkside,2024-04-25,D
PROP-00579,380259,4,3,109.0,57.8,28,0.8,0.9,Chapel End,2023-11-01,D
PROP-00580,210631,3,1,55.1,83.8,8,0.6,0.9,Drayton,2022-11-20,C
PROP-00581,360487,3,3,91.4,47.9,46,2.5,0.5,Parkside,2022-10-01,C
PROP-00582,307920,2,1,78.8,0.0,18,0.9,0.6,Chapel End,2023-04-05,A
PROP-00583,247884,3,2,68.1,101.4,48,0.4,0.6,Northgate,2023-06-17,C
PROP-00584,261842,2,1,68.1,65.9,22,3.9,0.7,Victoria,2024-10-09,B
PROP-00585,451100,5,2,125.0,114.5,22,0.4,0.4,Chapel End,2023-08-03,F
PROP-00586,305384,3,1,71.9,92.6,12,1.5,2.1,Langford,2024-07-27,B
PROP-00587,151037,2,2,61.5,61.0,53,0.5,0.3,Beechwood,2022-04-17,D
PROP-00588,417601,5,1,102.5,142.1,64,2.0,1.5,Ashworth,2023-06-04,D
PROP-00589,307183,3,1,70.3,54.3,12,1.2,2.3,Elmswood,2024-08-16,C
PROP-00590,187071,2,2,50.4,77.9,150,1.1,3.0,Ironbridge,2024-01-09,D
PROP-00591,462340,3,2,109.0,64.6,15,5.0,1.4,Eastmoor,2024-06-20,A
PROP-00592,290474,2,1,67.9,0.0,25,0.3,2.0,Parkside,2022-03-25,D
PROP-00593,231819,3,2,61.6,87.7,80,0.3,0.3,Dunmore,2023-08-05,C
PROP-00594,413986,4,2,75.5,120.6,0,2.3,0.4,Foxhall,2022-06-07,C
