transaction_amount,time_since_last_transaction,merchant_category_code,distance_from_home,transaction_frequency_24h,is_weekend,is_fraud
60.97,16.81,14,6.16,4,0,0
177.57,69.83,3,38.75,2,0,0
13.71,40.42,1,1.87,3,1,0
257.19,2.74,18,5.54,1,1,0
6.99,61.97,19,2.89,4,0,0
154.75,54.95,8,0.89,2,1,0
43.35,69.4,10,1.44,3,1,0
12.8,5.74,9,6.04,5,0,0
9.98,14.01,4,7.31,2,1,0
25.89,47.64,6,16.82,2,1,0
50.36,43.94,14,9.69,3,1,0
44.76,20.16,6,20.71,5,1,0
226.31,18.3,18,1.25,2,0,0
9.76,53.34,3,6.01,3,0,0
416.23,70.59,7,23.76,1,1,0
136.25,32.88,15,10.17,3,1,0
61.53,7.26,4,12.85,2,1,0
19.67,20.65,2,4.0,4,1,0
145.61,70.39,6,4.13,3,0,0
48.35,25.83,6,6.02,4,1,0
115.47,55.21,13,4.49,5,0,0
69.22,47.19,13,2.59,5,1,0
66.28,46.79,19,10.36,4,0,0
11.57,30.63,3,0.99,2,0,0
41.72,19.58,10,10.94,3,1,0
83.88,48.22,19,92.69,6,0,1
89.65,63.19,19,1.2,2,1,0
37.92,36.24,12,0.51,4,0,0
107.62,37.92,6,3.01,1,0,0
500,63.94,3,1.56,5,1,0
115.69,41.18,6,1.49,1,1,0
106.05,69.88,18,29.71,3,1,0
17.7,26.41,4,17.96,4,1,0
27.43,1.68,14,15.79,1,1,0
12.02,67.56,7,18.08,1,1,0
20.3,37.19,16,9.87,3,1,0
60.57,48.76,11,13.71,1,1,0
40.66,4.22,2,2.9,4,0,0
62.12,70.29,12,5.29,5,0,0
500,47.83,16,0.24,2,0,0
23.6,4.94,9,4.16,2,1,0
106.69,11.51,5,0.34,3,0,0
57.1,13.49,7,2.44,5,0,0
66.21,11.72,5,0.98,2,0,0
472.53,31.67,5,10.07,1,0,0
105.53,46.12,3,14.68,5,0,0
99.77,57.01,13,14.62,3,0,0
26.53,13.18,19,2.76,1,0,0
176.68,40.96,17,5.96,5,1,0
166.24,38.82,5,1.1,4,0,0
34.27,71.1,17,1.54,3,1,0
40.07,55.04,1,8.48,5,1,0
60.54,58.31,18,29.37,5,0,0
149.28,2.9,2,3.39,5,1,0
48.98,33.04,8,5.07,3,0,0
19.03,55.58,11,1.74,4,0,0
13.87,33.0,13,11.56,2,1,0
19.05,34.16,6,10.23,2,1,0
661.15,36.93,2,7.12,5,1,0
41.63,66.0,5,1.47,1,0,0
32.89,1.88,11,26.81,7,0,1
25.75,42.03,7,1.34,4,0,0
18.3,14.78,5,1.92,4,0,0
15.07,15.47,3,0.21,1,0,0
128.57,17.09,14,0.73,3,0,0
23.29,64.71,15,0.32,3,0,0
28.87,66.66,9,0.0,3,1,0
20.34,30.95,19,11.99,2,0,0
64.23,12.47,6,0.64,1,1,0
12.56,17.65,11,3.08,5,0,0
25.4,30.69,5,6.84,4,0,0
7.29,38.4,19,5.87,3,0,0
87.2,70.09,7,1.35,5,0,0
118.75,41.74,4,4.93,3,0,0
36.36,7.98,5,11.64,5,1,0
10.74,6.28,12,0.54,5,0,0
97.22,1.65,6,3.54,5,0,0
46.98,6.21,12,14.76,1,1,0
27.11,63.76,11,30.54,4,0,0
14.54,2.74,15,21.35,1,0,0
20.47,30.7,14,12.58,1,1,0
33.53,26.94,6,11.51,1,0,0
21.22,7.09,10,0.36,4,0,0
15.13,64.02,15,0.38,3,1,0
9.62,31.7,1,1.63,2,0,0
147.82,60.45,19,0.84,5,1,0
30.43,19.75,16,6.79,4,0,0
126.11,62.0,2,13.04,3,0,0
139.72,51.68,10,23.17,2,1,0
7.03,71.6,5,8.41,1,0,0
29.81,16.0,12,0.52,3,1,0
27.89,5.18,11,1.33,2,0,0
59.9,70.25,7,1.76,2,0,0
81.01,61.21,12,7.75,4,1,0
78.3,53.17,13,6.5,4,1,0
40.13,62.6,20,19.67,5,0,0
211.46,46.85,6,14.02,3,0,0
351.21,12.73,10,3.21,1,0,0
65.73,12.96,2,4.19,5,1,1
247.08,23.48,12,13.33,1,0,0
123.64,60.88,12,14.66,2,1,0
29.38,14.61,1,8.84,4,1,0
62.15,39.47,18,16.2,2,0,0
44.15,70.18,14,9.56,5,1,0
245.96,47.83,1,12.01,5,1,0
152.2,23.58,9,2.13,2,0,0
42.86,61.38,5,9.51,1,0,0
45.68,61.74,9,0.92,1,1,0
109.17,45.85,5,0.52,4,0,0
94.93,14.76,7,6.01,1,1,0
13.33,32.73,16,19.0,5,1,0
13.06,69.34,20,8.61,5,1,0
25.43,67.95,9,6.43,4,1,0
32.55,8.31,19,8.97,1,0,0
18.18,16.47,14,13.94,4,1,0
5,34.52,5,3.64,2,1,0
24.5,36.66,14,13.13,2,0,0
32.4,40.76,13,3.69,1,1,0
42.37,27.76,2,13.3,5,1,0
93.35,60.95,14,2.56,5,1,0
11.62,15.22,16,2.74,1,1,0
41.93,60.84,16,2.69,1,0,0
23.72,24.33,12,0.91,3,0,0
126.44,17.78,1,6.45,3,0,0
14.46,12.23,5,3.64,1,0,0
37.05,63.06,18,21.78,5,0,0
198.21,17.7,19,4.01,6,1,0
140.17,24.4,10,6.61,3,0,0
20.21,48.04,13,13.44,5,0,0
315.34,43.18,20,17.9,1,1,0
23.82,55.01,18,7.14,2,0,0
228.86,65.6,16,10.69,2,0,0
23.94,39.07,6,4.86,3,0,0
5.9,57.24,8,12.5,1,1,0
8.65,30.05,16,4.3,4,1,0
63.27,37.74,15,5.31,5,1,0
66.34,6.47,19,14.23,4,0,0
11.54,36.51,15,5.54,3,1,0
122.34,34.45,18,4.59,3,1,0
42.74,64.7,12,0.9,1,0,0
23.06,30.74,19,14.07,2,0,0
53.64,9.57,13,1.94,2,1,0
76.4,68.44,14,10.92,1,1,0
100.16,35.91,4,0.58,4,1,0
42.16,10.85,3,1.64,1,0,0
500,65.65,11,16.65,1,1,0
185.4,35.42,2,12.79,2,0,0
105.84,11.53,1,2.4,5,1,0
58.28,5.88,14,0.64,1,1,0
19.69,43.13,4,3.37,3,1,0
156.21,68.64,5,9.56,1,1,0
27.65,30.89,9,24.63,4,0,0
36.7,14.66,6,3.62,5,1,0
186.56,35.54,20,20.26,2,1,0
481.42,30.75,8,15.29,3,1,0
27.82,58.1,15,26.35,2,0,0
16.77,52.79,3,2.96,3,1,0
453.38,56.49,19,28.36,2,0,0
154.99,8.69,8,5.1,5,1,0
23.65,70.93,11,3.75,2,0,0
20.69,23.46,13,8.95,5,0,0
22.43,51.55,17,16.71,5,0,0
42.1,35.0,8,9.81,1,0,0
5,3.98,12,32.37,5,1,0
23.66,9.93,8,3.05,5,1,0
74.55,27.5,11,6.53,3,0,0
288.09,57.69,9,12.72,4,0,0
363.44,34.79,5,3.55,2,0,0
13.77,33.84,14,21.03,1,1,0
183.16,71.59,2,15.03,3,0,0
87.48,9.0,13,37.13,4,0,0
18.21,39.34,16,6.68,4,0,0
13.49,58.1,4,5.32,5,0,0
29.24,2.7,16,1.77,1,0,0
54.52,25.05,18,10.41,4,0,0
30.09,23.95,19,15.77,1,0,0
90.28,66.6,6,4.09,1,1,0
127.77,5.34,14,33.99,10,0,1
226.46,68.58,4,1.55,3,1,0
99.32,57.72,13,12.23,2,1,0
8.16,41.41,11,4.79,4,1,0
68.55,41.82,8,19.35,4,1,0
68.09,52.75,3,11.6,5,0,0
212.77,48.06,17,13.13,1,1,0
18.79,56.17,10,0.52,1,0,0
75.93,70.09,12,9.72,3,0,0
16.7,21.85,13,4.33,2,1,0
500,13.88,2,2.83,1,1,0
55.4,58.22,17,6.19,2,0,0
101.53,19.83,12,17.02,2,1,0
31.64,12.88,4,5.51,5,0,0
36.92,14.52,4,8.61,3,1,0
21.34,27.36,1,14.75,4,0,0
170.35,5.42,5,5.85,5,1,0
86.31,50.91,4,5.26,2,1,0
120.44,62.9,15,8.22,2,0,0
195.62,23.8,15,3.79,5,0,0
57.74,36.63,11,11.63,4,0,0
46.29,44.38,13,14.04,5,1,0
63.44,17.13,18,6.72,1,0,0
30.96,22.63,8,6.75,5,1,0
16.12,71.14,15,2.68,4,0,0
8.77,12.32,19,1.2,2,1,0
302.71,37.58,7,9.49,1,0,0
13.41,42.15,20,15.16,4,0,0
60.27,20.05,6,21.77,4,1,0
323.78,5.56,17,11.91,5,0,0
134.32,48.98,14,3.57,4,0,0
239.82,0.86,17,110.04,1,0,1
45.34,52.58,7,19.15,4,0,0
59.4,36.49,15,1.28,3,0,0
17.92,59.27,5,5.47,1,0,0
49.6,19.71,8,8.78,4,0,0
17.13,63.82,20,0.5,3,1,0
215.73,1.1,4,4.16,2,1,0
58.2,25.02,15,0.11,4,1,0
29.19,1.59,16,23.49,4,1,0
27.24,58.74,8,0.9,4,0,0
23.36,2.15,10,1.03,2,0,0
173.02,27.97,8,3.99,5,0,0
22.96,61.31,10,2.23,2,1,0
131.96,53.45,15,26.56,4,0,0
49.58,67.18,8,12.37,3,0,0
85.4,22.9,12,5.75,4,1,0
47.14,67.38,15,38.52,5,0,0
93.41,43.57,14,1.3,3,1,0
15.85,57.22,2,4.78,5,0,0
54.78,50.05,14,5.0,4,1,0
201.97,1.34,3,26.41,3,0,0
41.0,60.82,8,0.56,2,0,0
62.4,29.38,10,7.52,4,0,0
13.82,69.81,10,11.82,4,1,0
9.37,11.77,13,9.19,2,1,0
100.56,66.96,11,18.64,3,0,0
60.36,22.5,20,3.58,4,1,0
48.9,22.91,1,0.79,5,0,0
22.09,58.06,18,1.11,1,0,0
12.57,69.86,10,0.02,4,0,0
5,69.27,10,11.53,2,1,0
76.15,61.16,8,17.99,5,0,0
141.24,56.09,7,10.58,3,0,0
10.33,38.0,7,5.12,3,1,0
199.62,47.57,13,13.02,1,0,0
94.14,66.95,12,19.15,2,0,0
14.4,30.44,6,8.43,3,1,0
105.87,61.97,5,17.75,2,1,0
71.52,63.5,9,6.49,5,0,0
45.93,42.92,2,0.24,2,0,0
87.43,20.45,18,5.68,4,0,0
39.24,45.93,1,0.61,2,1,0
128.35,51.93,10,17.44,1,0,0
36.41,38.79,15,8.9,3,0,0
17.3,57.64,3,13.67,4,1,0
89.15,26.49,12,7.41,1,1,0
87.41,31.42,6,6.44,2,1,0
113.89,27.53,8,5.38,4,0,0
51.58,56.47,20,0.23,2,0,0
87.76,31.07,12,5.39,4,1,0
30.26,2.24,14,1.03,4,0,0
427.68,27.98,10,5.64,2,0,0
17.44,12.42,3,6.34,1,1,0
24.32,52.2,19,6.21,2,1,0
13.99,24.37,17,11.41,5,0,0
77.62,15.93,13,2.73,1,0,0
36.6,14.74,20,12.96,3,0,0
86.58,53.85,18,2.51,1,0,0
133.43,18.03,12,6.65,3,1,0
18.11,4.23,18,6.62,3,0,0
42.44,22.22,6,0.25,4,1,0
150.13,1.56,9,18.44,5,0,0
68.93,22.94,13,6.11,3,1,0
37.88,24.55,10,16.09,1,0,0
26.03,58.37,19,0.68,2,1,0
24.52,28.27,5,7.82,1,1,0
33.47,54.36,6,1.77,2,0,0
90.41,9.9,4,3.94,3,0,0
18.24,12.73,14,15.08,2,0,0
47.73,64.45,11,3.52,2,0,0
118.39,52.6,11,4.78,4,1,0
49.17,14.72,10,2.56,5,1,0
76.95,52.27,14,17.15,4,1,0
43.79,63.5,16,3.82,2,0,0
23.47,44.14,12,13.76,2,1,0
187.82,3.97,15,25.98,5,1,0
311.32,33.34,7,1.59,2,0,0
74.66,29.23,17,2.48,4,0,0
59.82,21.44,3,5.97,2,0,0
18.05,14.51,19,3.29,4,0,0
136.09,66.93,8,8.2,5,0,0
131.62,23.5,20,7.15,4,1,0
169.2,1.57,15,11.6,2,0,0
244.82,49.09,5,4.65,2,0,0
160.39,44.74,9,0.7,1,0,0
37.76,29.45,17,2.7,5,0,0
370.25,44.72,20,13.61,5,1,0
52.82,24.93,10,6.71,2,0,0
72.06,40.04,1,21.91,5,0,0
118.06,19.52,8,4.74,3,1,0
114.01,46.0,13,10.1,3,0,0
18.7,64.0,4,31.96,5,1,0
113.6,16.27,11,1.28,2,1,0
5,51.3,12,8.06,1,1,0
82.57,18.07,5,40.52,1,1,0
73.7,16.08,10,5.46,1,0,0
35.49,12.15,18,4.03,2,1,0
185.06,2.54,4,2.32,1,0,0
14.94,23.69,1,12.11,3,0,0
17.12,5.69,19,11.29,1,0,0
72.12,7.89,11,9.48,4,0,0
14.24,24.9,4,1.66,3,1,0
18.41,59.72,2,16.82,2,1,0
175.72,15.32,16,4.26,5,0,0
110.37,66.27,16,5.73,4,0,0
13.47,21.68,2,4.91,2,0,0
43.3,15.12,18,4.35,4,1,0
54.62,55.03,1,1.13,3,0,0
40.92,20.41,5,18.06,3,1,0
33.66,64.78,17,3.36,5,1,0
62.0,26.74,4,29.4,3,1,0
124.33,11.07,1,8.77,4,1,0
83.77,22.46,7,2.25,3,1,0
60.65,31.57,20,9.38,5,0,0
124.6,53.94,9,1.32,2,0,0
59.35,44.11,4,11.57,2,0,0
21.75,11.25,6,26.38,4,1,0
78.41,10.97,13,1.05,5,0,0
49.53,25.7,7,11.03,5,1,0
8.55,29.03,2,8.55,1,1,0
14.44,68.08,4,2.11,4,1,0
71.26,4.68,16,5.48,2,0,0
53.99,68.8,20,0.96,2,1,0
47.52,41.91,6,5.09,4,1,0
60.88,10.95,17,9.59,3,1,0
33.19,14.48,13,31.24,3,1,0
70.58,16.21,11,1.19,5,0,0
21.35,55.84,19,9.38,2,1,0
31.03,51.44,20,8.28,3,1,0
14.99,37.88,15,0.07,3,0,0
215.89,1.38,3,13.86,4,1,0
27.77,71.89,18,19.48,1,1,0
33.11,46.83,3,4.82,1,1,0
329.59,6.89,5,7.9,5,0,0
136.7,63.23,10,7.6,1,1,0
243.01,62.04,7,22.93,2,1,0
49.68,68.08,12,3.25,5,1,0
59.63,44.53,11,6.13,1,1,0
278.34,8.16,14,22.93,4,1,0
59.67,62.9,17,9.03,2,0,0
85.98,15.58,7,1.63,3,0,0
99.35,61.45,18,4.95,5,0,0
55.28,7.04,5,7.34,5,1,0
131.6,71.42,1,5.1,1,0,0
33.06,21.65,20,15.5,4,0,0
26.66,32.41,1,19.24,4,1,0
30.75,38.03,5,10.87,4,0,0
22.45,71.25,16,1.57,3,1,0
196.89,28.64,2,4.31,2,0,0
408.86,29.63,8,10.22,3,1,0
131.72,55.51,2,5.34,2,1,0
500,68.09,1,0.06,4,1,0
9.65,8.8,1,53.16,3,0,0
113.19,31.96,3,6.21,1,1,0
18.63,29.74,3,3.26,2,1,0
15.73,53.44,17,0.31,3,0,0
20.06,42.15,15,24.72,4,1,0
101.34,23.23,5,18.33,2,1,0
43.44,5.4,10,1.83,5,0,0
75.62,8.53,1,173.81,10,0,1
13.13,7.4,10,3.16,4,0,0
49.09,70.22,9,0.16,2,0,0
121.57,40.07,2,11.7,3,0,0
73.97,8.35,17,11.96,4,0,0
470.14,14.98,11,2.98,1,0,0
85.5,47.0,11,4.84,4,0,0
41.68,36.17,9,9.5,5,0,0
26.27,33.97,5,20.84,5,1,0
12.84,47.5,16,7.65,3,0,0
98.62,18.49,6,7.17,2,0,0
61.0,13.23,10,0.23,1,0,0
101.89,62.25,18,5.67,4,0,0
24.59,7.94,16,0.84,2,1,0
140.47,21.33,8,8.2,1,1,0
64.92,14.94,15,7.83,2,0,0
60.59,67.34,10,3.71,3,1,0
156.95,9.18,16,11.47,4,1,0
82.87,6.85,12,2.29,5,0,0
14.15,71.96,15,14.0,2,0,0
67.8,30.01,15,4.67,4,1,0
135.82,21.16,2,0.63,2,0,0
65.03,57.77,10,5.23,1,0,0
70.79,9.38,14,4.37,2,1,0
78.56,26.02,12,25.94,2,0,0
39.09,15.56,18,7.83,5,1,0
121.75,59.42,7,24.0,5,1,0
13.27,55.6,9,1.42,4,1,0
32.95,14.33,1,1.32,5,0,0
32.29,23.62,6,0.43,2,1,0
12.36,22.43,5,33.98,5,0,0
61.56,57.34,1,11.48,4,0,0
182.57,37.05,16,1.22,2,0,0
68.89,16.0,13,5.28,4,0,0
41.4,30.21,3,1.0,5,1,0
74.52,60.19,13,5.61,1,0,0
122.02,41.12,6,2.53,2,0,0
64.71,31.89,4,16.45,1,0,0
500,5.62,9,16.09,2,1,0
107.77,21.94,11,2.42,1,0,0
12.44,13.83,10,9.48,3,1,0
9.77,17.2,4,9.75,2,1,0
39.91,68.98,8,3.54,1,0,0
137.7,67.58,7,4.47,5,1,0
170.38,48.58,17,0.78,4,1,0
238.32,62.67,5,3.11,2,1,0
88.03,11.71,15,2.06,5,0,0
46.48,40.4,4,4.19,5,1,0
406.62,51.58,3,10.02,4,0,0
217.69,65.62,5,8.61,3,0,0
312.58,65.73,19,4.3,4,0,0
103.22,53.79,16,9.28,2,0,0
34.34,11.36,9,11.35,5,0,0
65.05,27.41,10,11.75,1,0,0
53.1,51.28,17,5.52,1,0,0
47.09,40.69,16,12.56,1,1,0
24.19,61.22,8,6.12,3,0,0
67.02,51.82,13,38.68,2,1,0
41.49,29.4,13,0.94,4,0,0
62.25,56.45,16,6.1,3,1,0
20.51,56.31,11,2.07,2,1,0
21.95,30.7,7,8.09,5,0,0
15.59,32.76,9,1.5,1,0,0
8.58,8.31,9,17.13,5,0,0
11.84,4.7,8,5.09,3,0,0
197.22,11.53,8,0.92,1,1,0
48.04,18.57,2,4.78,3,0,0
303.77,70.03,15,16.24,4,1,0
108.99,56.05,1,15.9,1,0,0
117.26,41.62,10,6.42,5,0,0
59.96,29.21,17,8.98,3,0,0
58.52,59.27,18,4.08,3,0,0
58.05,4.23,2,4.85,2,0,0
53.86,40.78,19,1.34,2,0,0
154.76,37.26,14,0.79,5,1,0
5.35,51.51,12,6.54,2,0,0
87.35,6.82,5,3.82,2,1,0
39.4,23.05,5,0.02,2,0,0
64.48,63.18,16,1.58,2,1,0
33.1,56.83,19,10.14,4,1,0
5,34.62,4,6.64,2,1,0
14.91,4.46,19,2.19,2,0,0
38.22,35.07,4,1.11,3,0,0
133.78,64.14,3,5.02,2,0,0
163.51,10.34,20,22.26,4,1,0
52.18,40.5,2,3.95,3,0,0
63.26,38.72,13,2.29,1,0,0
46.62,42.12,14,2.8,2,1,0
20.75,68.36,11,6.31,4,0,0
66.6,30.8,11,0.01,2,0,0
17.9,45.53,15,4.37,3,1,0
36.41,34.69,14,21.17,5,0,0
500,50.73,2,20.53,2,1,0
339.21,55.14,17,1.49,1,0,0
269.93,26.2,17,3.05,1,0,0
59.65,65.98,3,0.11,2,0,0
59.35,9.7,13,13.1,4,0,0
58.92,33.43,14,2.21,5,1,0
45.01,1.98,17,0.54,4,1,0
28.22,1.81,14,3.81,5,0,0
12.46,18.87,6,0.53,1,1,0
26.0,50.24,8,12.18,2,0,0
14.26,8.41,12,3.16,3,1,0
61.23,68.82,8,6.67,5,1,0
25.74,70.46,3,5.07,4,0,0
9.01,68.01,5,11.9,2,1,0
15.55,14.66,20,6.24,1,0,0
40.44,52.8,16,8.86,4,0,0
26.93,4.25,6,5.42,4,0,0
84.92,36.57,5,10.09,2,0,0
46.05,14.12,15,1.62,3,1,0
13.76,68.63,10,15.64,5,1,0
37.76,11.58,14,14.69,4,0,0
21.1,54.93,10,15.55,2,0,0
197.03,42.59,18,13.1,1,0,0
33.38,26.15,12,16.48,1,0,0
136.18,66.14,13,11.7,2,1,0
21.96,28.73,3,1.53,2,1,0
37.43,46.08,20,2.05,2,1,0
12.07,14.35,4,0.95,2,1,0
117.24,39.75,17,15.52,3,1,0
76.34,28.35,5,14.96,3,1,0
111.73,70.35,4,6.79,4,1,0
187.5,1.08,18,4.96,1,0,0
67.91,65.44,11,13.17,2,0,0
8.5,60.22,11,7.67,4,1,0
163.04,7.94,8,14.59,3,1,0
140.45,52.48,6,1.31,3,0,0
33.99,45.4,17,7.51,2,1,0
63.08,20.11,19,6.66,5,1,0
10.0,13.37,19,1.19,5,1,0
1482.04,0.53,4,28.46,9,0,1
78.91,49.97,12,4.74,3,1,0
79.37,41.74,9,4.97,4,0,0
23.36,52.0,4,0.76,4,1,0
40.06,21.99,2,10.64,2,1,0
315.89,62.8,15,11.02,3,1,0
50.78,4.43,17,18.21,5,1,0
165.09,24.04,14,13.91,2,1,0
48.94,1.73,5,16.41,4,0,0
90.3,37.65,10,46.56,4,1,0
17.15,41.09,13,1.39,5,1,0
37.6,27.98,7,1.08,4,1,0
760.71,0.23,12,46.81,12,0,1
56.0,25.0,9,3.79,2,1,0
39.37,47.31,11,10.77,2,0,0
25.71,54.8,3,0.95,1,0,0
64.99,14.79,20,15.69,3,1,0
25.01,15.37,10,2.79,4,0,0
26.94,2.24,10,14.08,3,1,0
102.0,34.9,13,14.05,2,0,0
24.47,53.01,20,8.0,2,1,0
44.72,47.82,4,5.05,6,1,0
13.52,55.61,7,18.94,5,1,0
227.31,49.73,9,4.64,5,1,0
41.07,43.95,10,20.8,2,0,0
83.28,38.28,6,0.95,1,0,0
81.93,56.02,19,13.56,5,1,0
90.64,20.85,18,1.55,3,1,0
7.52,64.78,10,3.14,1,0,0
262.81,11.82,10,23.2,4,1,0
71.45,10.0,17,7.08,4,1,0
24.42,42.15,18,8.25,5,1,0
94.08,25.07,4,4.49,3,0,0
160.47,43.17,2,8.68,1,0,0
1331.73,3.68,20,58.09,3,0,1
125.16,52.73,11,4.59,5,0,0
500,34.33,11,19.66,3,1,0
108.41,66.15,14,14.33,2,1,0
173.66,10.91,11,10.98,2,1,0
86.74,68.54,16,4.99,5,1,0
19.23,22.59,13,22.87,5,1,0
25.69,29.51,3,5.25,3,1,0
20.7,55.17,6,9.2,1,1,0
300.81,45.4,9,7.78,1,0,0
15.38,41.66,7,2.91,2,1,0
38.04,62.5,15,11.78,3,1,0
193.94,11.71,11,1.08,1,1,0
11.01,60.25,3,23.15,5,0,0
102.19,13.3,19,5.74,4,0,0
103.1,40.37,17,33.68,2,1,0
21.03,34.17,3,4.99,2,0,0
41.02,19.24,11,0.27,4,0,0
18.9,47.07,10,2.74,2,1,0
16.86,10.15,7,8.46,1,1,0
61.16,9.68,10,4.2,2,1,0
56.82,42.21,9,1.49,4,1,0
10.73,69.86,1,1.82,5,0,0
81.49,45.28,8,0.07,1,0,0
216.55,40.71,10,37.83,4,0,0
26.13,6.7,7,16.7,2,1,0
12.18,58.75,8,5.36,4,0,0
27.7,69.85,16,15.13,3,1,0
46.3,7.69,15,3.52,2,1,0
51.25,6.03,8,2.61,4,0,0
66.72,49.37,4,4.01,5,0,0
61.69,26.04,6,5.23,4,0,0
75.29,28.06,13,15.49,4,0,0
51.66,4.39,3,12.97,3,1,0
62.49,25.05,4,10.52,1,0,0
219.51,7.62,13,2.58,2,0,0
34.69,7.04,7,8.33,2,1,0
221.2,13.85,18,1.35,1,1,0
48.55,33.52,17,5.03,3,0,0
31.69,50.42,17,5.12,1,0,0
231.41,49.41,1,16.98,4,0,0
175.26,27.74,17,0.36,2,0,0
237.24,11.52,14,0.18,2,0,0
44.11,58.53,19,1.95,1,1,0
89.53,54.58,5,5.74,4,0,0
186.18,53.61,8,20.7,1,0,0
327.32,14.96,3,3.23,3,1,0
51.55,25.06,8,17.47,3,1,0
28.89,40.06,14,8.32,4,0,0
47.62,65.39,2,2.98,5,0,0
15.26,8.88,7,2.91,2,1,0
69.04,60.48,16,3.91,1,1,0
91.39,9.43,16,10.94,1,0,0
53.51,32.68,6,6.68,5,0,0
28.65,32.67,14,3.68,4,0,0
28.0,35.8,9,9.25,5,1,0
180.81,33.88,7,2.53,1,1,0
102.14,32.03,14,0.19,5,1,0
46.44,68.5,19,2.74,1,0,0
500,65.63,16,4.93,5,0,0
111.16,65.25,1,5.17,3,1,0
76.7,36.73,18,4.87,7,0,1
54.17,58.47,1,11.38,2,1,0
18.57,2.58,3,1.14,3,1,0
294.37,39.08,6,3.83,2,0,0
111.59,7.79,7,7.39,2,0,0
34.13,35.03,9,14.65,2,1,0
22.64,3.94,16,8.04,5,0,0
298.86,9.59,6,0.72,2,0,0
13.08,35.5,15,3.77,3,0,0
36.58,16.86,10,4.36,3,1,0
193.2,43.08,11,4.34,3,0,0
81.21,7.82,3,3.07,5,1,0
46.69,2.33,10,1.07,4,1,0
87.55,2.8,1,17.13,1,0,0
46.5,49.56,11,5.37,3,1,0
65.7,23.93,13,0.16,3,1,0
66.05,52.16,13,6.72,2,1,0
88.24,1.09,16,31.35,1,1,0
45.47,66.18,17,1.29,2,1,0
54.44,71.7,9,2.56,1,0,0
66.42,69.88,19,1.74,3,1,0
250.14,15.92,4,3.2,1,1,0
21.64,69.15,12,12.72,2,0,0
25.42,64.34,11,1.79,3,1,0
33.37,29.26,5,11.89,4,1,0
38.93,1.81,1,5.68,4,1,0
12.03,2.1,5,12.5,5,1,0
323.61,2.09,5,4.22,4,0,0
444.14,17.73,15,10.33,2,1,0
19.18,63.69,12,11.27,4,1,0
70.38,63.75,5,6.4,2,0,0
16.15,19.04,7,6.5,1,0,0
108.26,31.52,2,7.98,1,0,0
8.63,28.82,20,12.56,2,0,0
22.25,29.83,10,2.02,5,0,0
626.0,45.48,1,11.9,5,0,0
17.85,24.75,2,1.2,5,1,0
28.37,38.99,15,0.92,2,0,0
74.26,21.23,15,14.35,3,0,0
110.22,25.13,14,4.44,4,1,0
126.13,71.47,17,40.32,1,0,0
31.42,6.76,8,1.53,1,0,0
24.94,22.96,19,3.04,1,0,0
18.15,18.55,1,6.77,3,1,0
28.56,45.31,2,3.79,1,0,0
194.72,19.26,3,8.05,5,1,0
336.99,41.15,12,1.18,4,0,0
30.38,41.97,11,5.92,3,0,0
6.96,19.43,12,4.36,4,0,0
63.13,3.91,15,8.39,5,1,0
30.04,11.41,4,0.84,3,1,0
22.68,55.06,10,8.8,1,1,0
20.33,8.56,1,16.46,4,0,0
43.61,8.79,5,27.68,1,0,0
1193.38,0.63,1,1.47,9,1,1
114.27,45.65,5,2.08,2,1,0
89.99,56.91,17,4.71,1,0,0
56.32,35.84,4,9.93,3,0,0
93.81,36.49,14,8.28,3,0,0
58.57,15.91,12,1.9,5,0,0
67.09,56.17,13,3.94,1,1,0
8.26,71.99,12,2.03,1,0,0
98.02,67.33,8,2.6,2,0,0
375.3,71.64,1,4.53,4,0,0
149.25,36.17,10,16.75,1,1,0
31.13,10.94,14,7.46,4,1,0
128.97,59.79,20,7.42,1,0,0
44.42,35.34,20,21.73,3,1,0
24.61,69.5,5,0.79,4,0,0
37.84,49.53,19,15.01,4,0,0
76.17,1.78,10,13.31,2,1,0
54.76,41.08,3,8.3,3,0,0
98.78,22.87,16,16.9,4,1,0
9.13,31.88,2,4.86,5,1,0
22.74,48.43,16,12.75,4,1,0
29.01,54.17,17,0.56,2,1,0
47.27,62.39,10,9.77,3,0,0
18.79,4.27,2,2.78,3,1,0
8.22,7.9,12,1.94,2,1,0
47.73,58.48,9,2.24,5,0,0
182.33,63.93,6,14.12,5,0,0
14.42,15.34,15,0.76,3,0,0
43.78,31.74,8,1.89,1,1,0
60.59,40.65,18,8.36,4,1,0
67.83,22.89,13,5.09,3,0,0
70.17,58.95,1,1.64,2,0,0
44.71,30.25,6,0.86,2,0,0
54.64,29.45,19,6.13,5,1,0
48.25,55.32,10,2.96,5,0,0
44.06,31.04,1,2.28,1,1,0
374.46,35.31,15,4.28,5,0,0
179.44,60.5,9,0.96,4,1,0
75.0,22.88,15,3.46,3,0,0
56.38,45.78,12,0.2,4,1,0
5,3.78,14,15.44,1,0,0
40.83,40.62,14,13.81,1,1,0
16.08,28.56,14,3.5,4,0,0
25.9,25.75,17,1.08,5,0,0
151.03,53.99,1,0.52,1,0,0
45.59,28.7,8,5.05,1,1,0
111.98,15.71,11,2.29,2,0,0
37.55,44.88,2,5.0,1,0,0
102.49,43.58,11,15.28,5,1,0
31.3,1.19,15,9.35,4,1,0
33.32,24.39,2,8.54,4,1,0
