sol,earth_date,min_temp_c,max_temp_c,pressure_pa,wind_speed_ms,uv_index,instrument_status
438,2025-03-13,-76.3,-8.2,814.4,,5,warning
439,2025-03-14,-65.3,-10.6,775.3,32.7,4,nominal
440,2025-03-15,-82.1,-6.7,780.0,9.4,,nominal
441,2025-03-16,-83.9,-14.0,681.7,34.7,7,nominal
442,2025-03-17,-70.2,-28.1,655.6,11.0,4,nominal
443,2025-03-18,-85.5,-6.9,551.9,27.9,2,nominal
444,2025-03-19,-83.4,-7.4,587.2,16.0,1,nominal
445,2025-03-20,-63.4,-17.2,552.2,33.9,10,nominal
446,2025-03-21,-75.0,-26.8,565.0,24.1,5,nominal
447,2025-03-22,-85.0,-12.9,670.1,5.4,3,nominal
448,2025-03-23,-83.3,-12.2,771.1,32.4,10,nominal
449,2025-03-24,-65.8,-20.4,719.2,,6,nominal
450,2025-03-25,-78.5,-26.8,756.1,9.3,7,nominal
451,2025-03-26,-78.2,-28.8,588.5,31.7,3,nominal
452,2025-03-27,-77.2,-22.2,689.6,26.2,4,nominal
453,2025-03-28,-87.2,-28.1,668.0,7.0,11,nominal
454,2025-03-29,-82.5,-9.8,793.1,10.8,,offline
455,2025-03-30,-80.9,-32.4,746.8,18.3,6,nominal
456,2025-03-31,-82.0,,757.1,,4,nominal
457,2025-04-01,-67.2,-27.7,744.6,23.9,6,nominal
458,2025-04-02,-80.3,-30.1,820.7,26.5,7,nominal
459,2025-04-03,-68.0,-31.8,552.4,23.2,11,nominal
460,2025-04-04,-84.4,-20.9,695.8,22.0,,warning
461,2025-04-05,-75.9,-19.4,630.4,23.6,,nominal
462,2025-04-06,-84.6,-28.5,653.2,11.1,3,nominal
463,2025-04-07,-89.4,-26.0,763.4,32.9,10,nominal
464,2025-04-08,-84.9,-14.7,750.1,7.9,3,nominal
465,2025-04-09,-87.2,-32.3,555.5,,5,warning
466,2025-04-10,-80.6,-18.1,586.3,10.6,4,nominal
467,2025-04-11,-68.0,-11.7,731.4,7.0,0,nominal
468,2025-04-12,-75.3,-12.2,580.7,20.7,8,nominal
469,2025-04-13,-72.4,-14.6,699.7,29.9,2,nominal
470,2025-04-14,-70.7,-33.6,800.6,17.9,4,nominal
471,2025-04-15,-86.4,-15.0,709.1,27.2,2,nominal
472,2025-04-16,-83.0,-33.1,593.9,3.9,8,nominal
473,2025-04-17,-71.1,-17.4,742.8,30.6,0,nominal
474,2025-04-18,,-16.4,812.4,25.1,5,nominal
475,2025-04-19,-80.6,-28.9,713.8,27.0,10,nominal
476,2025-04-20,-85.0,-33.1,650.8,25.0,11,nominal
476,2025-04-20,-85.0,-33.1,650.8,25.0,11,nominal
477,2025-04-21,-83.9,-18.2,557.6,29.9,8,nominal
478,2025-04-22,-72.2,-13.1,628.6,18.4,,nominal
479,2025-04-23,-84.0,-28.3,774.4,20.5,11,nominal
480,2025-04-24,-69.8,-19.9,592.8,14.3,11,nominal
481,2025-04-25,-89.9,-23.6,674.5,5.7,6,nominal
482,2025-04-26,-78.7,-24.4,630.1,17.8,6,nominal
483,2025-04-27,-79.2,-22.2,688.4,31.8,8,nominal
484,2025-04-28,-83.3,,731.6,15.0,1,nominal
485,2025-04-29,,-22.3,788.6,6.9,9,nominal
486,2025-04-30,-79.8,-31.4,655.9,28.7,6,nominal
487,2025-05-01,-72.9,-19.4,780.0,17.6,7,offline
488,2025-05-02,-74.6,-24.3,621.4,14.3,8,nominal
489,2025-05-03,-73.4,-20.3,790.5,23.5,8,nominal
490,2025-05-04,-93.0,-20.3,608.6,16.5,0,nominal
491,2025-05-05,-69.7,-13.7,725.8,4.7,8,nominal
492,2025-05-06,-89.2,-34.1,710.4,13.5,1,nominal
493,2025-05-07,,-10.9,755.8,3.7,5,nominal
494,2025-05-08,-85.0,-25.3,800.6,5.5,3,nominal
495,2025-05-09,-91.3,-33.2,691.9,14.0,7,nominal
496,2025-05-10,-74.5,-28.6,719.0,25.3,4,nominal
497,2025-05-11,-83.6,,787.4,17.8,6,nominal
498,2025-05-12,-65.7,-34.8,833.0,16.0,9,nominal
499,2025-05-13,-79.5,-33.7,774.8,18.4,4,nominal
500,2025-05-14,-81.9,-19.6,840.4,10.9,10,nominal
501,2025-05-15,-85.2,,841.1,11.1,11,nominal
502,2025-05-16,-82.5,-12.5,764.5,,8,nominal
503,2025-05-17,-74.8,-18.1,659.6,25.5,9,nominal
504,2025-05-18,-83.8,-30.1,556.7,23.3,4,warning
505,2025-05-19,-73.4,-29.1,702.2,11.8,4,nominal
506,2025-05-20,-83.1,-13.2,725.0,15.7,8,nominal
507,2025-05-21,-91.1,-33.3,632.3,,3,nominal
508,2025-05-22,-74.6,-19.6,758.8,27.2,0,nominal
509,2025-05-23,-65.1,-28.1,758.9,14.6,5,nominal
510,2025-05-24,-81.5,-34.9,613.4,2.9,9,nominal
511,2025-05-25,-89.1,,574.1,19.1,0,nominal
512,2025-05-26,-87.6,-23.2,843.1,25.3,5,nominal
513,2025-05-27,-76.2,-20.5,581.3,2.0,0,nominal
514,2025-05-28,-81.7,-27.5,743.7,2.1,10,nominal
515,2025-05-29,-88.0,-20.0,754.0,0.3,6,nominal
516,2025-05-30,-71.5,-23.6,654.7,5.8,1,nominal
517,2025-05-31,-75.9,-28.6,682.8,21.9,7,nominal
518,2025-06-01,-66.2,-16.1,650.1,26.8,2,nominal
519,2025-06-02,-75.3,-31.4,628.2,24.9,8,nominal
520,2025-06-03,-84.7,-18.3,765.6,29.9,9,warning
521,2025-06-04,-90.1,-23.6,794.2,1.8,3,nominal
522,2025-06-05,-71.9,,,11.9,6,nominal
523,2025-06-06,-90.7,-24.0,747.3,28.1,5,nominal
524,2025-06-07,-89.7,,632.0,6.7,2,nominal
525,2025-06-08,-91.6,-11.5,650.0,8.1,5,nominal
526,2025-06-09,-73.6,-32.0,823.5,4.9,3,nominal
527,2025-06-10,-67.3,-15.8,735.1,26.7,4,nominal
528,2025-06-11,-65.8,-12.8,622.0,3.6,7,nominal
529,2025-06-12,-83.7,-21.9,613.2,22.6,8,warning
530,2025-06-13,-71.1,-18.6,621.9,28.2,7,nominal
531,2025-06-14,-83.6,-21.1,600.3,3.9,7,nominal
532,2025-06-15,-80.8,-24.6,801.6,11.0,6,nominal
533,2025-06-16,-69.5,-22.0,753.7,25.2,3,nominal
534,2025-06-17,-87.3,-16.1,791.4,27.0,3,warning
535,2025-06-18,-86.9,-15.5,,12.2,6,nominal
536,2025-06-19,-66.2,-13.1,629.7,23.6,3,nominal
537,2025-06-20,-84.5,-32.6,815.5,14.8,11,nominal
538,2025-06-21,-90.8,-11.1,564.9,26.3,5,nominal
539,2025-06-22,-85.7,-20.0,732.6,3.1,2,nominal
540,2025-06-23,-77.4,-24.8,677.0,30.6,1,nominal
541,2025-06-24,-85.4,-30.3,765.4,7.6,11,nominal
542,2025-06-25,-87.6,-18.1,584.2,4.1,8,nominal
543,2025-06-26,-78.4,-22.6,584.2,31.1,3,nominal
544,2025-06-27,-77.2,-26.7,624.8,24.0,7,nominal
545,2025-06-28,,-26.2,734.9,17.3,7,nominal
546,2025-06-29,-69.1,-14.6,681.8,27.4,2,nominal
547,2025-06-30,-88.9,-20.2,682.9,31.1,3,nominal
548,2025-07-01,-72.7,-28.9,713.2,32.6,8,nominal
549,2025-07-02,-80.8,-28.0,717.3,16.8,1,nominal
550,2025-07-03,-82.3,-34.0,600.2,30.5,5,warning
551,2025-07-04,-65.7,-30.7,812.3,28.3,2,nominal
552,2025-07-05,-74.0,-33.9,648.5,16.3,,nominal
553,2025-07-06,-75.1,-21.0,765.6,,1,nominal
554,2025-07-07,,,839.8,9.3,0,nominal
555,2025-07-08,,-31.6,818.1,23.2,11,nominal
556,2025-07-09,-75.2,-10.6,,16.2,,nominal
557,2025-07-10,,-28.4,765.6,11.8,9,nominal
558,2025-07-11,-64.2,-16.1,805.9,31.2,9,nominal
559,2025-07-12,-66.1,-14.5,608.8,,11,nominal
560,2025-07-13,-80.3,-21.0,791.8,18.8,11,nominal
561,2025-07-14,-71.0,-18.2,,14.9,4,nominal
562,2025-07-15,,-15.2,668.6,12.1,10,offline
563,2025-07-16,-86.7,-15.3,673.2,10.0,0,warning
564,2025-07-17,-77.9,-28.9,759.7,5.8,7,nominal
565,2025-07-18,-88.3,-19.8,809.7,10.1,8,nominal
566,2025-07-19,-75.2,-25.8,744.4,33.0,3,nominal
567,2025-07-20,,-22.8,754.7,17.1,2,nominal
568,2025-07-21,-75.4,-29.5,790.2,11.8,7,nominal
569,2025-07-22,-79.1,-29.4,629.5,4.5,8,warning
570,2025-07-23,-82.0,-20.9,765.3,21.9,6,nominal
571,2025-07-24,-64.4,-13.8,798.9,14.7,11,nominal
572,2025-07-25,,-21.1,850.2,15.1,11,warning
573,2025-07-26,-88.5,-26.8,747.7,24.2,2,nominal
574,2025-07-27,-63.7,-30.9,847.6,30.7,2,nominal
575,2025-07-28,-83.6,-22.5,837.9,26.3,1,nominal
576,2025-07-29,-64.8,-22.8,667.8,34.1,7,nominal
577,2025-07-30,-79.7,-28.3,631.7,8.6,7,nominal
578,2025-07-31,-70.1,-12.4,633.7,34.0,6,nominal
579,2025-08-01,-81.2,-25.6,679.2,22.2,,nominal
580,2025-08-02,-75.0,-7.8,606.0,20.3,0,nominal
581,2025-08-03,-82.3,-21.6,688.6,31.4,5,nominal
582,2025-08-04,,-29.8,714.9,25.6,11,nominal
583,2025-08-05,-84.8,,784.1,30.8,8,nominal
584,2025-08-06,-73.1,-10.3,869.5,26.8,10,nominal
585,2025-08-07,-63.9,-8.5,721.9,24.5,11,nominal
586,2025-08-08,-74.8,-10.5,730.8,8.6,1,nominal
587,2025-08-09,-63.2,-19.8,742.1,12.1,,offline
588,2025-08-10,-63.9,-23.6,695.3,13.3,11,nominal
589,2025-08-11,-72.7,-19.4,819.4,14.9,3,nominal
590,2025-08-12,-69.5,-22.1,773.8,21.8,6,nominal
591,2025-08-13,-63.4,,616.4,15.9,5,nominal
592,2025-08-14,-62.1,-23.5,691.5,,2,nominal
593,2025-08-15,-81.9,-11.0,671.4,11.5,10,nominal
594,2025-08-16,-90.2,-23.3,733.5,25.6,4,warning
595,2025-08-17,-89.4,-10.9,629.1,26.5,11,nominal
596,2025-08-18,-79.3,-6.5,781.5,30.4,0,nominal
597,2025-08-19,-88.8,-12.8,668.8,32.7,11,nominal
598,2025-08-20,-65.4,-13.2,721.8,9.9,2,nominal
599,2025-08-21,-68.8,-30.6,802.8,22.3,10,nominal
600,2025-08-22,-80.0,-18.9,868.9,8.5,8,nominal
601,2025-08-23,-87.1,-20.7,676.7,22.9,2,nominal
602,2025-08-24,,-10.1,700.9,24.0,7,nominal
603,2025-08-25,-83.7,-15.8,883.0,19.4,11,offline
604,2025-08-26,-81.4,-27.2,684.8,26.4,8,nominal
605,2025-08-27,-74.3,-28.6,838.8,21.2,10,nominal
606,2025-08-28,-69.3,-30.0,722.2,14.4,0,nominal
607,2025-08-29,-87.5,-26.9,678.1,,2,nominal
608,2025-08-30,-62.8,-22.6,749.2,9.2,7,warning
609,2025-08-31,-69.2,-13.3,602.8,6.1,2,nominal
610,2025-09-01,-81.4,-11.5,716.5,21.4,4,nominal
611,2025-09-02,-61.4,-26.0,651.4,23.8,4,nominal
612,2025-09-03,,-19.0,636.8,34.7,6,nominal
613,2025-09-04,-72.9,-27.7,783.3,,5,offline
614,2025-09-05,-60.2,-19.8,623.2,32.6,2,nominal
615,2025-09-06,-68.2,-7.5,757.6,23.1,0,nominal
616,2025-09-07,-65.4,-15.3,857.2,16.9,9,nominal
617,2025-09-08,-71.9,-22.3,868.5,24.0,5,warning
618,2025-09-09,-78.2,-17.1,679.5,33.3,8,warning
619,2025-09-10,-76.5,-20.9,621.0,7.1,11,nominal
620,2025-09-11,-73.8,-6.8,883.0,17.4,8,warning
621,2025-09-12,-84.8,-28.2,651.9,29.6,0,warning
621,2025-09-12,-84.8,-28.2,651.9,29.6,0,warning
622,2025-09-13,-60.8,-3.4,878.8,25.2,0,nominal
623,2025-09-14,-83.0,-19.1,635.7,15.2,0,nominal
624,2025-09-15,-63.2,,853.5,13.3,7,nominal
625,2025-09-16,-60.2,-4.1,,31.3,7,nominal
626,2025-09-17,-84.7,-19.2,813.8,16.6,0,nominal
627,2025-09-18,-60.4,-27.7,828.4,12.0,7,nominal
628,2025-09-19,,-11.3,729.8,8.6,11,nominal
629,2025-09-20,-83.6,-17.1,697.8,5.3,10,nominal
630,2025-09-21,-72.6,-10.4,637.2,26.9,6,nominal
631,2025-09-22,-63.6,-24.2,702.6,4.7,,nominal
632,2025-09-23,-72.8,-20.2,624.6,17.1,9,nominal
633,2025-09-24,-66.1,-10.5,729.1,18.4,1,warning
634,2025-09-25,-82.5,-24.0,721.1,12.3,3,nominal
635,2025-09-26,-77.7,-11.0,670.6,14.2,7,nominal
636,2025-09-27,-76.2,-16.3,697.6,5.4,0,nominal
637,2025-09-28,-83.6,,886.6,14.9,4,nominal
638,2025-09-29,-64.3,-17.5,836.2,19.8,5,nominal
639,2025-09-30,-64.1,-23.4,779.0,31.2,10,nominal
640,2025-10-01,-77.2,-14.4,831.8,19.8,2,nominal
641,2025-10-02,-60.7,-12.1,708.2,14.7,10,warning
642,2025-10-03,-62.3,-21.8,686.7,32.7,4,nominal
643,2025-10-04,-71.0,-12.6,758.9,5.9,7,offline
644,2025-10-05,-85.6,-11.5,783.0,3.8,8,nominal
645,2025-10-06,-77.6,-22.6,673.0,19.5,4,nominal
646,2025-10-07,-83.9,-1.0,903.1,9.7,1,nominal
647,2025-10-08,-58.8,-18.8,,30.3,4,nominal
648,2025-10-09,-76.8,-18.8,611.8,23.0,9,nominal
649,2025-10-10,-67.0,-20.0,740.2,12.9,3,nominal
650,2025-10-11,-72.0,-21.3,751.7,18.0,7,nominal
651,2025-10-12,-76.4,-17.1,874.1,27.6,10,nominal
652,2025-10-13,-72.6,-6.6,650.1,,0,nominal
653,2025-10-14,,-21.3,840.4,10.9,10,nominal
654,2025-10-15,-74.3,-6.8,670.5,17.3,9,nominal
655,2025-10-16,-76.3,-10.7,616.7,,8,nominal
656,2025-10-17,-77.4,-14.6,716.7,11.3,10,nominal
657,2025-10-18,-77.3,-0.2,695.7,,5,nominal
658,2025-10-19,-71.1,-15.6,666.0,15.3,10,warning
659,2025-10-20,-63.9,-0.5,855.3,23.8,1,nominal
660,2025-10-21,-70.3,-3.7,905.4,26.8,1,nominal
661,2025-10-22,-60.5,-14.7,761.2,16.7,6,nominal
662,2025-10-23,-70.8,-11.0,773.5,18.2,3,nominal
663,2025-10-24,-76.7,-21.1,722.4,8.2,0,nominal
664,2025-10-25,-57.7,-1.5,860.0,10.9,2,nominal
665,2025-10-26,-78.9,1.1,825.9,13.3,0,warning
666,2025-10-27,-57.7,-1.1,624.2,12.8,1,nominal
667,2025-10-28,-60.4,-4.0,825.2,10.8,6,warning
668,2025-10-29,-56.2,-21.8,841.4,16.8,0,nominal
669,2025-10-30,-54.9,-9.9,829.3,14.3,2,nominal
670,2025-10-31,-63.8,-16.9,672.0,23.9,8,nominal
671,2025-11-01,-57.4,-18.1,858.3,20.8,,nominal
672,2025-11-02,-73.6,-8.5,,19.3,4,nominal
673,2025-11-03,-65.0,,855.2,2.6,5,nominal
674,2025-11-04,-75.9,-3.0,836.3,30.4,11,warning
675,2025-11-05,-77.1,-7.0,733.7,18.7,0,nominal
676,2025-11-06,-74.6,-16.1,823.9,5.2,11,nominal
677,2025-11-07,,-10.2,659.2,9.6,9,nominal
678,2025-11-08,-63.0,2.7,790.4,30.7,1,nominal
679,2025-11-09,-78.5,-18.7,714.8,28.8,2,nominal
680,2025-11-10,-73.2,-9.1,697.9,26.9,10,nominal
681,2025-11-11,-68.6,-5.3,825.7,13.8,8,nominal
682,2025-11-12,-54.4,-3.6,808.1,19.8,11,nominal
683,2025-11-13,-63.4,0.8,689.3,26.6,10,nominal
684,2025-11-14,-75.0,-17.7,910.6,12.2,6,nominal
685,2025-11-15,-58.0,-17.4,,16.5,7,nominal
686,2025-11-16,-52.0,-11.1,752.6,14.3,0,nominal
687,2025-11-17,-77.5,-18.3,745.5,9.0,11,nominal
688,2025-11-18,-77.1,2.7,727.0,22.7,2,nominal
689,2025-11-19,-58.8,-10.9,832.6,11.9,0,nominal
690,2025-11-20,-69.9,5.1,906.9,22.6,11,warning
691,2025-11-21,-76.0,4.8,747.5,16.0,0,nominal
692,2025-11-22,-78.2,-0.7,682.2,21.4,2,nominal
693,2025-11-23,-78.7,1.2,631.2,27.4,8,nominal
694,2025-11-24,-62.8,-6.0,856.3,4.0,2,nominal
695,2025-11-25,-53.6,-1.7,758.4,9.2,9,nominal
696,2025-11-26,-66.4,-6.4,,28.6,1,nominal
697,2025-11-27,-71.9,-7.3,742.2,6.8,7,nominal
698,2025-11-28,-55.0,-8.6,910.1,24.5,8,nominal
699,2025-11-29,-58.2,-18.3,901.4,2.1,0,nominal
700,2025-11-30,-73.1,-3.9,758.0,17.8,6,nominal
701,2025-12-01,-49.9,-8.3,847.8,13.4,5,nominal
702,2025-12-02,-60.6,-8.1,858.4,28.9,8,nominal
703,2025-12-03,-60.0,-17.1,842.4,29.1,1,nominal
704,2025-12-04,-66.9,-11.7,899.8,10.4,8,nominal
705,2025-12-05,-75.1,-13.9,637.8,31.2,1,nominal
706,2025-12-06,-74.6,,739.6,26.9,6,nominal
707,2025-12-07,-56.7,-7.9,725.6,29.0,2,nominal
708,2025-12-08,,-8.6,735.9,31.7,9,nominal
709,2025-12-09,-60.9,,860.5,8.4,5,nominal
709,2025-12-09,-60.9,,860.5,8.4,5,nominal
710,2025-12-10,-73.1,-10.0,692.4,4.8,11,nominal
711,2025-12-11,-49.1,-10.5,692.3,27.5,11,nominal
712,2025-12-12,-70.4,1.5,763.3,15.6,9,offline
713,2025-12-13,-65.9,6.0,879.4,15.8,0,nominal
714,2025-12-14,-60.4,-6.4,668.4,26.6,6,nominal
715,2025-12-15,-72.5,-8.2,637.6,12.3,7,nominal
716,2025-12-16,-60.3,-13.5,718.0,20.8,10,nominal
717,2025-12-17,-70.0,-14.7,783.1,4.0,4,nominal
718,2025-12-18,-75.2,-15.4,870.3,20.0,0,nominal
719,2025-12-19,-74.5,0.4,656.4,5.6,6,warning
720,2025-12-20,-60.7,-14.4,725.5,32.4,,nominal
721,2025-12-21,-74.0,-15.2,667.8,12.6,11,warning
722,2025-12-22,-48.2,9.5,916.8,29.0,4,nominal
723,2025-12-23,-50.8,-8.4,688.0,7.2,7,nominal
724,2025-12-24,-62.6,-3.9,673.9,19.0,9,nominal
725,2025-12-25,-67.0,-7.5,662.3,20.0,3,nominal
726,2025-12-26,-68.4,2.0,778.2,14.8,7,nominal
727,2025-12-27,-46.3,3.1,834.7,28.8,1,nominal
728,2025-12-28,-51.1,-9.8,721.7,8.3,4,nominal
729,2025-12-29,-47.6,-9.7,647.2,23.3,7,nominal
730,2025-12-30,-59.2,-1.6,654.9,11.7,1,nominal
731,2025-12-31,-56.3,-0.9,787.3,16.6,,nominal
732,2026-01-01,-66.0,-12.4,669.8,10.5,9,warning
733,2026-01-02,-65.8,-8.7,875.5,14.2,4,warning
734,2026-01-03,-59.4,-6.1,912.1,10.9,,warning
735,2026-01-04,-59.4,-5.3,693.6,11.8,1,nominal
736,2026-01-05,-58.9,-7.3,673.4,28.5,9,warning
737,2026-01-06,-70.6,-5.8,861.7,17.5,,nominal
738,2026-01-07,-62.7,4.5,908.6,,9,nominal
739,2026-01-08,-47.4,3.4,683.9,19.0,3,nominal
739,2026-01-08,-47.4,3.4,683.9,19.0,3,nominal
740,2026-01-09,-44.4,3.0,931.3,30.4,10,nominal
741,2026-01-10,-52.5,9.3,759.2,16.7,4,nominal
742,2026-01-11,-48.9,1.4,879.9,14.6,1,nominal
743,2026-01-12,-53.9,4.0,733.5,12.9,4,nominal
744,2026-01-13,-72.4,-3.7,892.9,5.8,2,nominal
745,2026-01-14,-43.8,5.4,,26.4,6,nominal
746,2026-01-15,-51.9,-2.6,762.8,31.5,4,nominal
747,2026-01-16,-68.0,7.0,718.3,16.9,3,nominal
748,2026-01-17,-48.6,8.8,672.4,20.3,11,nominal
749,2026-01-18,-43.1,-0.4,917.6,5.3,6,nominal
750,2026-01-19,-68.0,,813.7,13.4,6,nominal
751,2026-01-20,-70.1,-10.3,893.2,24.1,5,nominal
752,2026-01-21,-49.4,5.3,866.2,6.2,3,nominal
753,2026-01-22,-45.9,-4.0,737.9,34.3,0,nominal
754,2026-01-23,-55.8,-5.2,675.9,5.4,8,nominal
755,2026-01-24,-64.2,9.9,723.1,23.1,7,nominal
756,2026-01-25,-51.4,-6.9,867.7,21.2,7,nominal
757,2026-01-26,,6.4,677.6,,6,nominal
758,2026-01-27,-51.6,11.4,831.6,6.1,5,nominal
759,2026-01-28,-45.1,1.8,750.5,26.0,6,nominal
760,2026-01-29,-49.3,9.0,729.5,27.7,4,nominal
761,2026-01-30,-65.2,7.1,798.3,24.6,4,nominal
762,2026-01-31,-68.5,-9.8,866.2,11.9,10,nominal
763,2026-02-01,-42.9,9.5,678.1,31.3,11,nominal
764,2026-02-02,-44.9,-8.5,875.7,23.1,0,nominal
765,2026-02-03,-64.2,-3.9,778.1,13.5,3,warning
766,2026-02-04,-51.2,6.6,708.1,29.3,0,nominal
767,2026-02-05,-41.2,8.2,805.6,10.7,3,nominal
768,2026-02-06,-45.8,1.1,834.9,31.2,9,nominal
769,2026-02-07,-53.6,-9.2,893.8,13.7,4,nominal
770,2026-02-08,-52.4,11.7,927.1,20.0,6,nominal
771,2026-02-09,-61.7,-8.8,749.1,12.8,5,offline
772,2026-02-10,-42.1,-7.9,,29.2,9,nominal
773,2026-02-11,-51.4,5.9,672.2,21.5,2,nominal
774,2026-02-12,-55.0,10.3,911.1,11.8,0,nominal
775,2026-02-13,-47.1,4.6,663.9,28.0,11,nominal
776,2026-02-14,-39.6,0.1,706.5,18.1,0,nominal
777,2026-02-15,-45.2,5.2,945.8,5.4,,nominal
778,2026-02-16,-58.4,7.5,721.9,13.8,9,nominal
779,2026-02-17,-54.0,9.6,755.8,32.4,3,nominal
780,2026-02-18,-52.9,-2.0,858.1,20.1,0,nominal
781,2026-02-19,-64.5,15.8,718.1,27.2,3,nominal
782,2026-02-20,-49.0,2.8,683.3,19.9,0,nominal
783,2026-02-21,-50.2,3.9,907.9,16.5,0,nominal
784,2026-02-22,-52.1,0.3,657.0,23.2,5,nominal
785,2026-02-23,-55.3,2.4,868.0,26.9,0,nominal
786,2026-02-24,-52.2,2.4,865.1,27.9,4,nominal
787,2026-02-25,-59.7,8.9,731.7,34.8,8,nominal
788,2026-02-26,-44.6,12.2,831.9,8.5,9,nominal
789,2026-02-27,-54.0,16.2,793.6,30.1,3,nominal
790,2026-02-28,-65.9,-3.4,879.4,13.0,7,nominal
791,2026-03-01,-48.2,-3.2,801.7,17.9,5,nominal
792,2026-03-02,-67.2,13.4,904.5,20.9,0,nominal
793,2026-03-03,-61.5,6.6,,25.1,1,nominal
794,2026-03-04,,14.9,762.2,32.9,4,nominal
795,2026-03-05,-64.3,-2.2,743.8,26.1,11,nominal
796,2026-03-06,-47.7,-3.7,878.6,24.0,1,nominal
797,2026-03-07,-63.7,14.6,889.4,22.7,10,nominal
798,2026-03-08,-57.4,12.7,943.2,11.4,5,offline
799,2026-03-09,-64.8,6.8,672.9,15.3,7,nominal
800,2026-03-10,-39.3,-1.0,922.7,24.6,10,nominal
801,2026-03-11,-51.9,,798.2,30.8,3,nominal
802,2026-03-12,-39.1,11.6,687.9,5.3,6,nominal
803,2026-03-13,-39.8,2.0,770.7,21.0,11,nominal
804,2026-03-14,-37.0,-5.7,871.6,14.9,7,nominal
805,2026-03-15,-44.8,,826.9,28.8,8,nominal
806,2026-03-16,-57.1,-2.3,866.8,12.5,1,nominal
807,2026-03-17,,4.0,746.8,13.6,2,nominal
808,2026-03-18,-58.2,15.4,744.3,14.4,2,nominal
809,2026-03-19,-58.7,8.6,681.8,10.9,4,nominal
810,2026-03-20,-65.3,15.8,811.3,9.7,7,nominal
811,2026-03-21,-62.6,4.9,925.3,25.3,1,nominal
812,2026-03-22,-46.3,17.9,891.0,26.1,3,warning
813,2026-03-23,-46.1,-4.4,856.2,30.5,0,nominal
814,2026-03-24,-41.1,9.4,934.5,22.5,3,nominal
815,2026-03-25,-51.6,-1.5,798.8,,10,nominal
816,2026-03-26,-49.4,-0.9,703.1,16.1,4,nominal
817,2026-03-27,-60.7,1.4,719.2,12.2,7,nominal
818,2026-03-28,-62.7,16.0,876.1,12.0,7,nominal
819,2026-03-29,-55.6,4.0,688.0,29.8,7,nominal
820,2026-03-30,-42.4,-4.4,881.0,11.1,5,nominal
821,2026-03-31,-44.0,2.6,895.0,12.4,6,nominal
822,2026-04-01,-47.4,2.4,830.8,3.7,11,nominal
823,2026-04-02,-49.2,10.6,804.8,13.9,3,nominal
824,2026-04-03,-54.5,4.6,815.1,10.4,0,nominal
825,2026-04-04,,1.4,656.4,21.8,11,nominal
826,2026-04-05,-41.1,16.2,,5.1,8,warning
827,2026-04-06,-38.1,-3.2,825.4,14.5,9,nominal
828,2026-04-07,-62.6,18.6,821.7,14.0,6,nominal
829,2026-04-08,-50.4,4.0,946.7,24.4,5,offline
830,2026-04-09,-58.6,3.7,817.5,21.8,5,nominal
831,2026-04-10,-50.8,0.8,690.9,20.9,7,nominal
832,2026-04-11,-56.1,,693.6,12.0,9,nominal
833,2026-04-12,-49.0,2.4,843.9,11.9,11,nominal
834,2026-04-13,-44.4,4.0,875.2,,11,nominal
835,2026-04-14,-60.2,14.7,794.2,24.6,8,nominal
836,2026-04-15,-45.0,7.7,832.4,13.2,10,nominal
837,2026-04-16,-49.7,1.0,786.6,30.0,11,warning
838,2026-04-17,-55.7,-0.8,788.8,31.7,0,nominal
839,2026-04-18,-46.5,9.6,667.5,20.9,3,nominal
839,2026-04-18,-46.5,9.6,667.5,20.9,3,nominal
840,2026-04-19,-47.7,2.4,834.7,13.8,4,nominal
841,2026-04-20,-56.8,1.4,677.9,25.5,9,nominal
842,2026-04-21,-41.0,16.6,847.6,15.7,2,nominal
843,2026-04-22,-60.2,16.7,743.9,28.3,0,nominal
844,2026-04-23,-61.6,8.9,759.9,12.9,7,nominal
845,2026-04-24,-36.5,18.5,896.6,22.6,6,nominal
846,2026-04-25,-45.5,-0.7,906.2,26.8,10,nominal
847,2026-04-26,-53.6,,870.5,1.4,7,nominal
848,2026-04-27,-57.5,,828.1,2.0,4,nominal
849,2026-04-28,-35.9,15.5,904.8,28.7,9,nominal
850,2026-04-29,-61.9,4.2,829.5,22.2,11,warning
851,2026-04-30,-51.7,12.7,739.7,26.4,4,nominal
852,2026-05-01,,-0.8,941.2,22.3,5,nominal
853,2026-05-02,,14.0,689.3,8.5,2,nominal
854,2026-05-03,-39.8,18.5,738.2,17.3,1,nominal
855,2026-05-04,-37.5,-0.4,670.6,9.9,10,nominal
856,2026-05-05,-43.3,1.2,895.7,19.5,3,offline
857,2026-05-06,-60.8,2.9,712.0,5.8,3,nominal
858,2026-05-07,,14.3,801.0,25.0,10,nominal
859,2026-05-08,-43.9,3.7,887.1,23.9,3,nominal
860,2026-05-09,-41.8,1.5,783.9,1.1,1,nominal
861,2026-05-10,-53.7,,653.5,21.2,10,nominal
862,2026-05-11,,17.8,735.0,14.3,2,offline
863,2026-05-12,-53.0,15.8,718.7,11.6,5,nominal
864,2026-05-13,-38.0,7.7,769.0,23.7,9,nominal
865,2026-05-14,-44.1,8.1,927.9,17.6,2,nominal
866,2026-05-15,-60.8,3.6,761.0,14.5,10,nominal
867,2026-05-16,-51.9,13.1,688.2,17.4,5,nominal
868,2026-05-17,-37.7,11.7,891.1,22.0,1,nominal
