accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC00174,2023-09-26,14:08,Tuesday,Roundabout,60,Raining no high winds,Daylight,Dry,4,4,Slight,50.110923,-4.01759,Greenwich,Urban
ACC00175,2023-11-24,18:39,Friday,Single carriageway,70,Fine no high winds,Daylight,Dry,1,1,SERIOUS,52.205472,-1.595382,Southampton,Urban
ACC00176,2023-11-15,04:26,Wednesday,Single carriageway,60,Unknown,Daylight,Wet or damp,1,1,Slight,53.53221,0.134692,Reading,Urban
ACC00177,2023-09-04,12:00,Monday,Single carriageway,30,Fog or mist,Darkness - no lighting,Dry,4,3,Slight,54.196669,-4.940321,Newcastle upon Tyne,Urban
ACC00178,2023-05-29,14:20,Monday,One way street,30,Fine no high winds,Daylight,Dry,3,2,Slight,51.906233,1.008957,Derby,Urban
ACC00179,2023-05-20,22:54,Saturday,Slip road,50,Other,Daylight,Dry,1,2,Slight,50.601536,1.134201,Southampton,Rural
ACC00180,2023-03-08,15:07,Wednesday,One way street,60,Fine no high winds,Daylight,Wet or damp,2,1,Serious,54.451667,-1.375132,Ipswich,Urban
ACC00181,2023-12-05,15:22,Tuesday,One way street,30,Snowing no high winds,Daylight,Dry,2,1,Serious,54.940853,0.820617,Hackney,Rural
ACC00182,2023-05-01,08:51,Monday,Slip road,30,,Darkness - no lighting,Wet or damp,1,1,Slight,50.595331,-2.607461,Norwich,Rural
ACC00183,2023-04-16,14:21,Sunday,Roundabout,20,Fine no high winds,Darkness - no lighting,,2,2,SERIOUS,54.156617,-2.975291,Bath,Urban
ACC00184,2023-10-08,22:06,Sunday,Single carriageway,30,Raining with high winds,Daylight,Snow,1,2,Slight,50.700326,0.691458,Liverpool,Rural
ACC00185,2023-12-11,14:29,Monday,Motorway,30,Raining with high winds,Daylight,Flood over 3cm deep,3,2,Slight,54.865133,-2.07801,Brighton and Hove,Urban
ACC00186,2023-06-14,12:26,Wednesday,Dual carriageway,40,Raining no high winds,Darkness - lights lit,Wet or damp,2,1,Slight,53.494642,0.948276,Brighton and Hove,Urban
ACC00187,2023-04-18,09:43,Tuesday,Roundabout,70,Fine no high winds,Daylight,Flood over 3cm deep,2,2,Slight,54.412495,-1.482898,Cheltenham,Rural
ACC00188,2023-08-05,16:06,Saturday,Single carriageway,50,Fine no high winds,Daylight,Dry,2,3,Slight,55.704488,-0.574573,Lewisham,Urban
ACC00189,2023-12-12,07:47,Tuesday,Motorway,,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,52.247817,1.475265,Bradford,Rural
ACC00190,2023-04-26,22:45,Wednesday,Roundabout,70,Snowing no high winds,Daylight,Dry,2,1,Slight,51.084464,-4.396537,Brighton and Hove,Urban
ACC00191,2023-06-19,04:02,Monday,Single carriageway,40,Fog or mist,Daylight,Wet or damp,2,2,Slight,50.422709,-0.392388,Reading,Urban
ACC00192,2023-06-28,16:42,Wednesday,Roundabout,40,Raining no high winds,Darkness - lights lit,Dry,4,2,Serious,55.78046,0.477663,Westminster,Urban
ACC00193,2023-12-16,12:58,Saturday,Single carriageway,50,Fine no high winds,Darkness - lighting unknown,Wet or damp,1,2,Slight,52.982993,-1.884483,Portsmouth,Urban
ACC00194,2023-10-03,20:04,Tuesday,Dual carriageway,70,Other,Daylight,Snow,3,1,Slight,53.750055,1.348133,Lewisham,Urban
ACC00195,2023-10-22,08:26,Sunday,One way street,60,Other,Darkness - lights unlit,Snow,2,1,Slight,53.102039,-0.889329,Derby,Urban
ACC00196,2023-12-18,12:18,Monday,Slip road,50,Raining no high winds,Daylight,Frost or ice,2,1,Slight,54.621269,0.671006,Leicester,Urban
ACC00197,2023-01-06,17:09,Friday,Single carriageway,20,Fine no high winds,Darkness - lights unlit,Flood over 3cm deep,2,1,Slight,54.34012,1.076598,Edinburgh,Urban
ACC00198,2023-04-10,09:51,Monday,Single carriageway,60,Raining with high winds,Darkness - lighting unknown,Dry,2,1,Slight,51.145022,-1.345533,Cardiff,Urban
ACC00199,2023-08-19,14:19,Saturday,Single carriageway,70,Fog or mist,Darkness - lights lit,Wet or damp,4,1,Slight,51.427816,-4.038557,York,Urban
ACC00200,2023-06-06,03:11,Tuesday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Dry,2,4,Slight,54.219067,0.990789,Brighton and Hove,Urban
ACC00201,2023-10-04,04:23,Wednesday,One way street,30,Fog or mist,Darkness - lights lit,Dry,2,2,Slight,52.11042,-5.620562,Sheffield,Rural
ACC00202,2023-03-16,15:22,Thursday,Single carriageway,30,Raining with high winds,Daylight,Dry,2,1,Slight,53.003734,0.235953,Swansea,Rural
ACC00203,2023-11-21,23:16,Tuesday,Motorway,-70,Fine no high winds,Darkness - lights unlit,Snow,2,2,Slight,52.996645,-2.877534,Bristol,Rural
ACC00204,2023-03-13,12:04,Monday,Motorway,70,Fine no high winds,Daylight,Dry,2,1,Slight,53.834436,-2.590397,Cardiff,Urban
ACC00205,2023-01-23,09:10,Monday,Single carriageway,70,Snowing no high winds,Daylight,Dry,1,1,Slight,52.996516,-2.659078,Ipswich,Urban
ACC00206,2023-08-30,05:14,Wednesday,One way street,70,Fine no high winds,Daylight,Flood over 3cm deep,2,2,Slight,55.349641,-1.226,Hackney,Urban
ACC00207,2023-03-18,05:30,Saturday,Single carriageway,60,Snowing no high winds,Daylight,Dry,2,1,Fatal,53.127859,-5.690998,York,Rural
ACC00208,2023-07-15,14:58,Saturday,Single carriageway,-50,Fine no high winds,Darkness - lights lit,Frost or ice,3,4,Slight,51.642947,0.875747,Cambridge,Urban
ACC00209,2023-12-02,17:26,Saturday,Roundabout,30,Fine no high winds,Darkness - lights unlit,Wet or damp,2,2,Fatal,52.120736,-3.633296,Oxford,Urban
ACC00210,2023-06-07,22:25,Wednesday,Single carriageway,70,Fine no high winds,Daylight,Frost or ice,3,5,Slight,51.243857,-2.695793,Cardiff,Rural
ACC00211,2023-03-16,19:27,Thursday,Single carriageway,30,Fine no high winds,Daylight,Wet or damp,1,1,Slight,55.397973,-2.695164,Reading,Urban
ACC00212,2023-04-14,16:18,Friday,Dual carriageway,20,Fog or mist,Darkness - lighting unknown,Flood over 3cm deep,2,2,Slight,52.086492,-0.787357,Birmingham,Urban
ACC00213,2023-12-27,07:35,Wednesday,Dual carriageway,60,,Darkness - lights lit,Wet or damp,4,1,Fatal,55.585731,-2.289307,Oxford,Rural
ACC00214,2023-03-01,08:56,Wednesday,Motorway,70,Fine no high winds,Darkness - no lighting,Snow,2,3,Slight,55.575185,-2.258637,Plymouth,Rural
ACC00215,2023-12-26,17:26,Tuesday,Roundabout,60,Snowing no high winds,Daylight,Wet or damp,2,1,Slight,50.440967,1.285472,Southampton,Urban
ACC00216,2023-09-13,07:47,Wednesday,Dual carriageway,40,Fine no high winds,Daylight,Dry,3,3,Slight,50.904774,-4.89983,Southwark,Rural
ACC00217,2023-09-10,18:55,Sunday,Dual carriageway,60,Fine no high winds,,Wet or damp,2,3,Slight,50.314059,0.294524,Southampton,Rural
ACC00218,2023-09-23,22:00,Saturday,Single carriageway,70,Fine no high winds,Darkness - lights unlit,Dry,2,2,Slight,51.085484,-3.728632,Nottingham,Rural
ACC00219,2023-07-06,08:28,Thursday,Single carriageway,70,Fine no high winds,Daylight,Dry,3,3,serious,52.506869,-2.843375,Lewisham,Urban
ACC00220,2023-10-01,15:19,Sunday,Dual carriageway,60,Fog or mist,Daylight,Snow,1,1,Slight,54.720145,-2.125954,Sunderland,Urban
ACC00221,2023-01-11,13:55,Wednesday,Dual carriageway,70,Fog or mist,Darkness - lighting unknown,Dry,4,1,Slight,53.904518,-2.043797,Bath,Urban
ACC00222,2023-06-22,14:36,Thursday,One way street,30,Fine no high winds,Daylight,Wet or damp,2,1,Slight,54.120514,-1.159613,Oxford,Urban
ACC00223,2023-03-27,16:08,Monday,Dual carriageway,70,Fine no high winds,Daylight,Dry,2,1,Slight,55.433403,-2.151107,Tower Hamlets,Urban
ACC00224,2023-07-19,12:47,Wednesday,Dual carriageway,60,Other,Daylight,Dry,2,1,Slight,53.848585,0.752766,Bradford,Rural
ACC00225,2023-10-04,18:29,Wednesday,One way street,60,Other,Darkness - lighting unknown,Wet or damp,4,1,SLIGHT,54.667305,-2.386048,Glasgow,Rural
ACC00226,2023-08-29,22:59,Tuesday,Slip road,60,Fine no high winds,Daylight,Snow,3,2,Slight,53.179631,-4.285718,Norwich,Rural
ACC00227,2023-08-05,16:48,Saturday,Dual carriageway,40,Other,Darkness - lighting unknown,Wet or damp,2,3,Slight,50.792419,-4.872327,Plymouth,Rural
ACC00228,2023-01-12,16:18,Thursday,Dual carriageway,30,Unknown,Darkness - no lighting,Dry,2,1,Serious,51.259691,-2.548177,Portsmouth,Urban
ACC00229,2023-07-20,08:11,Thursday,Dual carriageway,40,Raining no high winds,Daylight,Dry,4,2,Slight,54.473107,-2.377793,Islington,Urban
ACC00230,2023-06-09,05:40,Friday,Single carriageway,60,Snowing no high winds,Daylight,Wet or damp,2,1,Slight,55.147614,0.777432,Liverpool,Urban
ACC00231,2023-05-05,07:37,Friday,Slip road,,Fine no high winds,Darkness - lights lit,Dry,2,1,Fatal,51.962848,1.572388,Sunderland,Urban
ACC00232,2023-10-13,11:51,Friday,Slip road,30,Fine no high winds,Darkness - lights unlit,Wet or damp,3,1,Slight,52.814752,-2.41875,Leicester,Rural
ACC00233,2023-11-03,17:10,Friday,Single carriageway,60,Fine no high winds,Darkness - no lighting,Wet or damp,3,2,Serious,50.004175,-0.914805,Swansea,Urban
ACC00234,2023-10-03,06:33,Tuesday,Slip road,60,Fine no high winds,Darkness - lights lit,Wet or damp,2,1,Slight,53.034563,-5.199901,Greenwich,Urban
ACC00235,2023-12-03,19:44,Sunday,Dual carriageway,20,Raining no high winds,Daylight,Dry,1,4,Serious,55.384742,0.540583,Plymouth,Urban
ACC00236,2023-11-12,16:46,Sunday,Single carriageway,40,Fine no high winds,Daylight,Flood over 3cm deep,1,2,Serious,52.23492,-4.251604,Sheffield,Rural
ACC00237,2023-07-03,22:42,Monday,One way street,30,Fine no high winds,Daylight,Flood over 3cm deep,2,1,Slight,53.096623,-1.200632,Edinburgh,Urban
ACC00238,2023-06-15,18:34,Thursday,dual carriageway,50,,Darkness - lights lit,Wet or damp,4,1,Slight,50.001135,-5.440028,Leicester,Rural
ACC00239,2023-06-11,09:52,Sunday,Dual carriageway,60,Snowing no high winds,Darkness - lighting unknown,Dry,1,1,Slight,50.802768,-2.946878,Cheltenham,Urban
ACC00240,2023-06-16,05:31,Friday,Single carriageway,70,Other,Darkness - lights lit,Dry,3,2,Slight,54.524707,1.214036,Cardiff,Urban
ACC00241,2023-11-05,20:49,Sunday,One way street,20,Fine no high winds,Darkness - lighting unknown,Dry,2,2,Slight,52.913929,-4.044021,Tower Hamlets,Rural
ACC00242,2023-03-17,07:30,Friday,Single carriageway,60,Raining no high winds,Darkness - lights lit,Dry,2,1,Slight,54.419791,-2.093081,Leeds,Rural
ACC00243,2023-05-17,10:43,Wednesday,Single carriageway,30,Other,Darkness - lights unlit,Snow,2,1,Slight,53.444487,-5.518449,Coventry,Urban
ACC00244,2023-04-30,17:09,Sunday,Single carriageway,30,Unknown,Daylight,Dry,4,4,Slight,50.079653,-0.496536,Wandsworth,Urban
ACC00245,2023-05-13,19:46,Saturday,Single carriageway,70,Fine no high winds,Darkness - lights unlit,Flood over 3cm deep,1,1,Slight,51.164037,-0.47605,Nottingham,Urban
ACC00246,2023-07-04,00:18,Tuesday,One way street,30,Raining no high winds,Darkness - lighting unknown,Dry,4,1,Fatal,53.083052,-4.30187,Brighton and Hove,Rural
ACC00247,2023-03-22,09:22,Wednesday,Roundabout,70,Fine no high winds,Daylight,Flood over 3cm deep,2,1,Slight,55.096328,0.978016,Camden,Rural
ACC00248,2023-09-24,19:55,Sunday,Dual carriageway,50,Fine no high winds,Daylight,Snow,4,4,Slight,52.605181,-4.711709,Greenwich,Rural
ACC00249,2023-03-11,12:41,Saturday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Flood over 3cm deep,4,1,Slight,54.869231,-4.608579,Camden,Urban
ACC00250,2023-05-21,16:06,Sunday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,52.083716,-0.53894,Southampton,Urban
ACC00251,2023-03-12,16:02,Sunday,One way street,20,Fine no high winds,Darkness - lights unlit,Dry,3,6,Slight,50.383591,1.253274,Bath,Rural
ACC00252,2023-07-14,12:39,Friday,Motorway,60,Other,Daylight,Flood over 3cm deep,1,1,Slight,55.091124,-3.857088,Exeter,Rural
ACC00253,2023-08-14,13:49,Monday,Dual carriageway,60,Fine no high winds,Darkness - lights unlit,Wet or damp,2,1,Serious,55.241319,-2.223158,Bath,Urban
ACC00254,2023-07-31,12:11,Monday,Slip road,70,Unknown,Daylight,Frost or ice,1,1,Slight,54.166573,-4.773418,Wandsworth,Rural
ACC00255,2023-03-23,13:02,Thursday,Single carriageway,40,Fog or mist,Daylight,Dry,3,1,Slight,52.433574,-3.378613,Bath,Urban
ACC00256,2023-08-23,15:34,Wednesday,Single carriageway,70,Raining with high winds,Daylight,Dry,2,1,Slight,52.562877,-1.190876,Westminster,Urban
ACC00257,2023-01-29,01:09,Sunday,Single carriageway,70,Fog or mist,Darkness - lights lit,Wet or damp,4,1,Slight,55.763664,-4.489986,Leicester,Rural
ACC00258,2023-07-04,02:49,Tuesday,Dual carriageway,40,Raining no high winds,Darkness - lights unlit,Dry,3,3,Slight,51.69843,-4.690907,Nottingham,Urban
ACC00259,2023-11-19,02:30,Sunday,Dual carriageway,50,Fog or mist,Darkness - lights lit,Wet or damp,2,6,Slight,55.377211,-1.092825,Portsmouth,Rural
ACC00260,10/04/2023,07:29,Monday,Single carriageway,30,Fog or mist,Darkness - lights unlit,Snow,1,1,Slight,50.065524,-4.191096,Leicester,Urban
ACC00261,2023-06-24,14:39,Saturday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Wet or damp,4,1,Serious,54.624075,-0.857608,Southampton,Urban
ACC00262,2023-01-29,09:36,Sunday,Roundabout,60,Snowing no high winds,Daylight,Dry,2,1,Slight,50.384036,-4.580213,Camden,Urban
ACC00263,2023-06-07,10:45,Wednesday,Single carriageway,40,Raining no high winds,Daylight,Frost or ice,3,1,Slight,51.253611,-3.432613,Wandsworth,Urban
ACC00264,2023-09-14,17:59,Thursday,Slip road,60,Fine no high winds,Darkness - lights lit,Dry,3,1,Serious,53.92496,-4.704621,Islington,Rural
ACC00265,2023-02-14,12:06,Tuesday,Motorway,70,Unknown,Darkness - lights lit,Dry,2,1,Slight,51.861106,-4.255908,Nottingham,Rural
ACC00266,2023-11-15,03:13,Wednesday,Motorway,40,Snowing no high winds,Darkness - lights lit,Wet or damp,1,2,Slight,53.329681,-4.415438,Coventry,Rural
ACC00267,2023-07-16,08:25,Sunday,Single carriageway,70,Fog or mist,Darkness - no lighting,Wet or damp,2,3,Serious,50.455565,1.22088,Plymouth,Rural
ACC00268,2023-12-30,15:14,Saturday,Dual carriageway,30,Fog or mist,,Wet or damp,2,2,Slight,54.574916,0.918029,Plymouth,Rural
ACC00269,2023-11-06,16:06,Monday,One way street,30,Raining no high winds,Darkness - lighting unknown,Dry,3,2,Slight,53.425109,-3.910685,Sheffield,Rural
ACC00270,2023-08-11,10:34,Friday,Dual carriageway,30,Other,Daylight,Frost or ice,1,2,Slight,53.219509,0.465173,Manchester,Urban
ACC00271,2023-09-11,01:05,Monday,Dual carriageway,30,Fog or mist,Daylight,Dry,2,1,Slight,52.261899,-1.365514,Leeds,Urban
ACC00272,2023-08-11,11:05,Friday,Single carriageway,70,Snowing no high winds,Darkness - lights unlit,Dry,3,1,Serious,55.613817,-5.693675,Norwich,Urban
ACC00273,2023-12-31,13:27,Sunday,Motorway,30,,Daylight,Frost or ice,1,2,Slight,54.871784,-4.542995,Greenwich,Urban
ACC00274,2023-03-11,09:51,Saturday,One way street,60,,Darkness - lights unlit,Dry,2,1,Serious,52.231345,-4.006943,York,Rural
ACC00275,2023-10-23,12:36,Monday,Slip road,40,Fine no high winds,Darkness - no lighting,Dry,1,2,Slight,52.696631,-5.11324,Derby,Urban
ACC00276,2023-10-24,12:57,Tuesday,Roundabout,60,Fine no high winds,Darkness - no lighting,Frost or ice,2,1,Slight,52.441893,1.50436,Leicester,Urban
ACC00277,2023-11-19,05:36,Sunday,Single carriageway,70,Fine no high winds,Daylight,Wet or damp,2,1,SLIGHT,54.938382,-3.616134,Greenwich,Rural
ACC00278,2023-03-19,11:51,Sunday,Single carriageway,40,Unknown,Daylight,Frost or ice,2,2,Slight,51.988518,-5.066989,Lewisham,Rural
ACC00279,2023-08-14,05:13,Monday,Roundabout,20,Other,Darkness - lights lit,Dry,1,1,Serious,51.747929,-0.103871,Exeter,Urban
ACC00280,2023-08-18,13:33,Friday,Single carriageway,30,Snowing no high winds,Darkness - lights lit,Snow,2,2,Slight,51.942811,-3.696841,Lambeth,Urban
ACC00281,2023-04-10,21:44,Monday,Single carriageway,40,Snowing no high winds,Daylight,Dry,3,1,Slight,53.046533,-0.558753,Edinburgh,Urban
ACC00282,2023-04-22,20:07,Saturday,Single carriageway,30,Fog or mist,Daylight,Snow,2,4,Fatal,54.65856,-4.314235,Wandsworth,Urban
ACC00283,2023-08-07,21:49,Monday,Roundabout,40,Fine no high winds,Daylight,Wet or damp,3,1,Slight,55.77656,-3.76321,Newcastle upon Tyne,Urban
ACC00284,2023-03-15,13:13,Wednesday,Single carriageway,60,Unknown,Darkness - lights lit,Dry,1,1,slight,54.507976,-5.559264,Portsmouth,Urban
ACC00285,2023-07-20,16:45,Thursday,Slip road,60,Raining no high winds,Darkness - lights unlit,Dry,2,1,Serious,50.702981,-1.685219,Edinburgh,Urban
ACC00286,2023-06-24,08:48,Saturday,Dual carriageway,70,Fine no high winds,Daylight,Flood over 3cm deep,1,1,Slight,51.733448,-2.774215,Lambeth,Urban
ACC00287,2023-10-31,17:04,Tuesday,Motorway,70,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,4,3,Slight,50.214848,-5.279592,Islington,Rural
ACC00288,2023-03-18,07:59,Saturday,Single carriageway,20,Unknown,Daylight,Frost or ice,2,1,Fatal,50.26565,-0.440274,Greenwich,Urban
ACC00289,2023-10-30,07:07,Monday,Slip road,70,Fog or mist,Daylight,Dry,3,1,Slight,51.880563,1.6189,Ipswich,Rural
ACC00290,2023-03-03,17:10,Friday,Roundabout,60,,Darkness - no lighting,Dry,4,1,SLIGHT,54.588103,-0.95854,Swansea,Urban
ACC00291,2023-05-26,13:44,Friday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Flood over 3cm deep,2,1,Slight,53.54112,-5.417841,Manchester,Rural
ACC00292,2023-04-09,09:06,Sunday,Roundabout,60,Snowing no high winds,Daylight,Frost or ice,3,2,Slight,50.3078,-4.854907,Lewisham,Rural
ACC00293,2023-05-09,13:02,Tuesday,Single carriageway,20,Snowing no high winds,Daylight,Dry,3,1,Slight,50.410985,-3.935251,Bath,Rural
ACC00294,2023-04-27,09:26,Thursday,Dual carriageway,50,Fine no high winds,Daylight,Frost or ice,2,1,Slight,50.840659,1.259153,Plymouth,Urban
ACC00295,2023-03-07,09:03,Tuesday,Dual carriageway,30,Fine no high winds,Darkness - no lighting,Frost or ice,2,3,Slight,55.141172,-1.17273,Sunderland,Rural
ACC00296,2023-04-21,14:17,Friday,Single carriageway,50,Unknown,Daylight,Dry,2,2,Fatal,55.488264,1.15316,Westminster,Rural
ACC00297,2023-09-03,22:52,Sunday,Single carriageway,60,Raining with high winds,Daylight,Dry,2,1,Slight,55.509617,-4.70466,Leicester,Urban
ACC00298,2023-10-26,08:29,Thursday,Single carriageway,50,Fine no high winds,Darkness - lights lit,Frost or ice,3,1,Slight,52.2323,-0.51937,Reading,Urban
ACC00299,2023-12-17,08:47,Sunday,Single carriageway,60,Other,Darkness - lights lit,Dry,1,1,Fatal,50.237071,-2.951753,Norwich,Urban
ACC00300,2023-10-25,22:13,Wednesday,Dual carriageway,40,Raining no high winds,Darkness - lights lit,Flood over 3cm deep,2,1,Slight,52.16232,-2.30692,Brighton and Hove,Rural
ACC00301,2023-07-08,22:51,Saturday,Single carriageway,30,Raining with high winds,Daylight,Dry,2,1,Slight,50.634317,-3.630429,Lewisham,Rural
ACC00302,2023-03-09,13:28,Thursday,Single carriageway,40,Fine no high winds,Daylight,Dry,3,1,Serious,53.739098,-2.612312,Cardiff,Urban
ACC00303,2023-06-06,17:14,Tuesday,Slip road,40,Fine no high winds,Daylight,Dry,2,1,Slight,53.588055,-4.494076,Exeter,Urban
ACC00304,2023-03-01,08:36,Wednesday,Single carriageway,60,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,55.672531,-4.590418,Bath,Rural
ACC00305,2023-08-23,04:00,Wednesday,Motorway,60,Raining no high winds,Darkness - lights lit,Frost or ice,3,5,Fatal,53.867949,0.296821,Bath,Urban
ACC00306,2023-07-25,07:28,Tuesday,Roundabout,30,Raining no high winds,Daylight,Dry,2,1,Slight,51.135151,-5.073078,Bath,Urban
ACC00307,2023-12-08,12:45,Friday,One way street,40,Raining no high winds,Darkness - lights lit,Dry,2,1,Serious,55.07095,-5.04301,Bath,Rural
ACC00308,2023-03-13,19:05,Monday,Single carriageway,30,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,5,1,Fatal,54.385462,-5.036638,Cambridge,Urban
ACC00309,2023-07-15,17:02,Saturday,Dual carriageway,70,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,3,1,Slight,50.893339,-3.448729,Sunderland,Rural
ACC00310,2023-01-15,08:31,Sunday,Single carriageway,70,Unknown,Darkness - lights lit,Frost or ice,2,3,serious,55.650701,0.437106,Glasgow,Rural
ACC00311,2023-12-21,07:03,Thursday,Dual carriageway,40,Raining no high winds,Darkness - lights lit,Dry,2,2,Slight,52.980426,0.048318,Manchester,Urban
ACC00312,2023-05-19,22:23,Friday,Single carriageway,60,Fog or mist,Darkness - lights lit,Dry,1,2,Slight,54.517086,-2.610041,Birmingham,Urban
ACC00313,2023-09-27,22:35,Wednesday,Single carriageway,50,Raining with high winds,Daylight,Dry,3,4,Serious,52.019617,-0.51712,Greenwich,Rural
ACC00314,2023-03-02,18:09,Thursday,Dual carriageway,40,Fine no high winds,Daylight,Dry,5,1,Slight,50.450865,0.110192,York,Urban
ACC00315,2023-01-23,09:00,Monday,Single carriageway,30,Fog or mist,Daylight,Dry,2,1,Slight,50.84423,-0.103515,Nottingham,Rural
ACC00316,2023-02-20,00:33,Monday,Dual carriageway,30,Fine no high winds,Daylight,Flood over 3cm deep,1,2,Slight,55.338768,0.684726,Southampton,Urban
ACC00317,2023-08-06,16:26,Sunday,Single carriageway,40,Fine no high winds,Darkness - no lighting,Dry,2,1,Slight,54.087439,-1.521509,Islington,Urban
