drug_a_molecular_weight,drug_a_solubility,drug_a_half_life,drug_a_category,drug_b_category,patient_age_group,interaction_severity
337.48,11.13,27.33,antidepressant,antiviral,31-50,none
764.11,8.0,46.01,cardiovascular,antiviral,31-50,none
601.8,7.41,21.76,cardiovascular,antidepressant,51-70,severe
168.2,10.66,22.51,anti-inflammatory,analgesic,31-50,none
797.48,20.35,44.91,antibiotic,antidepressant,51-70,none
531.64,25.1,38.16,cardiovascular,cardiovascular,51-70,mild
464.6,19.06,48.48,analgesic,antidepressant,18-30,none
284.18,7.59,44.21,antiviral,analgesic,51-70,none
743.26,45.32,60.64,anti-inflammatory,antibiotic,51-70,moderate
386.31,1.74,45.47,antidepressant,anti-inflammatory,18-30,none
631.82,43.64,69.9,analgesic,cardiovascular,31-50,mild
311.18,12.88,53.5,antiviral,antiviral,70+,mild
265.33,48.97,19.87,antidepressant,analgesic,51-70,moderate
626.67,45.88,65.34,antibiotic,anti-inflammatory,31-50,mild
645.09,23.92,7.98,analgesic,antidepressant,51-70,mild
197.49,23.97,32.37,cardiovascular,antibiotic,18-30,none
344.97,0.58,31.51,analgesic,antiviral,70+,none
655.31,9.82,58.21,anti-inflammatory,cardiovascular,70+,none
325.98,31.59,24.33,cardiovascular,anti-inflammatory,31-50,mild
569.43,13.28,38.79,antidepressant,antidepressant,51-70,none
222.46,37.85,13.93,analgesic,antidepressant,70+,none
481.21,24.84,13.69,cardiovascular,antiviral,31-50,mild
564.62,26.98,13.97,analgesic,antibiotic,18-30,none
476.16,16.07,38.66,analgesic,antiviral,31-50,none
250.49,7.9,55.41,antibiotic,antibiotic,51-70,none
252.14,47.84,70.66,antiviral,anti-inflammatory,51-70,none
756.35,23.65,61.79,antidepressant,antidepressant,18-30,none
366.92,17.76,53.91,cardiovascular,antidepressant,31-50,mild
645.44,20.26,69.78,antidepressant,antiviral,51-70,mild
783.74,38.38,2.38,antiviral,antibiotic,18-30,moderate
392.76,16.16,57.16,antidepressant,anti-inflammatory,31-50,none
279.64,10.83,36.71,antidepressant,analgesic,18-30,none
761.97,29.69,68.6,analgesic,antiviral,31-50,moderate
773.83,35.35,18.74,anti-inflammatory,anti-inflammatory,31-50,moderate
329.43,18.54,66.58,analgesic,cardiovascular,18-30,moderate
637.39,16.29,56.04,cardiovascular,antibiotic,70+,none
515.19,21.97,24.28,anti-inflammatory,antiviral,31-50,none
495.17,14.64,2.55,analgesic,antiviral,51-70,none
738.32,22.35,63.81,antibiotic,antidepressant,31-50,moderate
449.52,16.72,49.11,antiviral,antidepressant,31-50,none
227.47,20.6,29.14,cardiovascular,analgesic,51-70,mild
189.19,49.48,27.52,anti-inflammatory,cardiovascular,70+,moderate
362.6,26.99,21.07,antidepressant,antiviral,18-30,none
199.11,4.7,40.64,analgesic,anti-inflammatory,18-30,none
523.05,23.48,47.16,antibiotic,analgesic,51-70,none
430.12,13.92,33.04,antiviral,antibiotic,51-70,severe
370.88,26.43,50.17,cardiovascular,analgesic,31-50,moderate
340.98,31.22,28.69,analgesic,antibiotic,31-50,mild
529.84,38.41,38.8,antiviral,antiviral,18-30,moderate
683.99,46.28,64.42,antiviral,anti-inflammatory,18-30,none
268.03,1.41,43.74,analgesic,antibiotic,31-50,none
770.53,16.44,23.39,antibiotic,antiviral,18-30,moderate
326.2,46.82,16.42,antidepressant,analgesic,18-30,mild
734.27,22.04,60.23,cardiovascular,analgesic,31-50,moderate
397.27,22.4,29.34,antibiotic,cardiovascular,31-50,none
231.02,48.47,36.98,anti-inflammatory,antiviral,31-50,none
761.45,37.06,26.45,antidepressant,cardiovascular,18-30,severe
790.35,40.01,26.55,antidepressant,anti-inflammatory,18-30,none
672.22,20.08,61.88,antidepressant,antidepressant,70+,mild
693.75,21.76,61.19,antidepressant,antibiotic,70+,moderate
403.3,23.62,68.54,antidepressant,antiviral,51-70,mild
360.13,7.12,18.68,anti-inflammatory,analgesic,18-30,mild
645.49,3.15,57.97,antiviral,antiviral,31-50,moderate
551.41,41.18,30.77,antibiotic,anti-inflammatory,70+,mild
268.05,43.97,8.77,antibiotic,analgesic,31-50,none
348.94,31.3,65.54,antidepressant,anti-inflammatory,31-50,none
727.73,1.81,62.91,cardiovascular,analgesic,31-50,mild
645.63,36.15,13.05,analgesic,analgesic,31-50,mild
193.11,48.44,33.97,cardiovascular,anti-inflammatory,31-50,mild
707.0,40.49,1.05,cardiovascular,cardiovascular,70+,mild
500.99,47.85,48.46,analgesic,cardiovascular,31-50,moderate
690.21,28.6,9.93,anti-inflammatory,antibiotic,51-70,moderate
633.07,35.89,21.04,anti-inflammatory,analgesic,18-30,mild
312.94,36.53,22.38,antiviral,cardiovascular,51-70,none
724.33,38.02,10.35,cardiovascular,antidepressant,51-70,moderate
526.59,46.74,3.43,cardiovascular,antiviral,18-30,none
242.92,1.8,57.43,antibiotic,cardiovascular,31-50,none
521.86,24.24,25.42,antiviral,anti-inflammatory,31-50,mild
320.82,22.05,53.89,antiviral,anti-inflammatory,70+,none
369.22,44.64,19.13,cardiovascular,anti-inflammatory,31-50,moderate
646.13,13.22,56.52,cardiovascular,antiviral,18-30,mild
503.16,4.82,70.23,analgesic,analgesic,31-50,none
349.57,21.86,70.89,analgesic,anti-inflammatory,18-30,moderate
683.02,44.29,37.27,antibiotic,antiviral,18-30,severe
380.06,30.09,11.78,anti-inflammatory,anti-inflammatory,18-30,none
496.55,27.02,50.25,anti-inflammatory,antibiotic,31-50,moderate
562.3,30.95,60.87,antiviral,antibiotic,31-50,moderate
770.83,21.26,15.36,analgesic,cardiovascular,31-50,severe
730.93,23.45,10.66,antidepressant,analgesic,18-30,none
610.42,33.44,15.82,antiviral,anti-inflammatory,31-50,moderate
241.2,24.1,12.38,antibiotic,cardiovascular,51-70,none
569.96,19.61,14.73,antidepressant,analgesic,18-30,none
410.94,36.33,42.6,antiviral,antibiotic,18-30,mild
242.57,13.85,24.25,antiviral,analgesic,31-50,none
538.99,11.69,32.12,analgesic,anti-inflammatory,51-70,none
445.34,3.61,70.51,antiviral,antidepressant,70+,mild
694.69,12.85,45.51,cardiovascular,anti-inflammatory,18-30,none
611.34,43.29,35.6,antidepressant,antibiotic,31-50,moderate
773.83,43.27,18.13,antiviral,cardiovascular,51-70,mild
776.11,21.14,46.3,antidepressant,antiviral,51-70,moderate
363.74,33.38,18.84,antidepressant,analgesic,18-30,none
613.51,24.33,42.59,antibiotic,anti-inflammatory,31-50,mild
687.07,24.44,44.07,anti-inflammatory,cardiovascular,51-70,severe
715.76,33.41,3.99,analgesic,anti-inflammatory,51-70,none
211.69,48.34,17.94,anti-inflammatory,antiviral,51-70,none
542.47,40.78,52.0,analgesic,antidepressant,51-70,none
711.22,1.96,29.31,antiviral,antiviral,51-70,mild
584.89,1.38,41.25,analgesic,antiviral,70+,moderate
671.23,36.48,61.31,antidepressant,antidepressant,51-70,moderate
373.63,48.68,18.66,cardiovascular,analgesic,31-50,mild
649.6,8.11,40.65,anti-inflammatory,antiviral,31-50,none
410.86,17.49,58.9,cardiovascular,analgesic,31-50,none
693.55,11.46,59.84,analgesic,antiviral,18-30,none
413.94,31.13,46.4,cardiovascular,antibiotic,31-50,none
673.83,44.8,54.59,antibiotic,antidepressant,18-30,none
273.36,15.6,36.93,antiviral,anti-inflammatory,31-50,none
552.01,3.89,7.63,antiviral,anti-inflammatory,70+,none
581.07,42.63,11.35,antidepressant,anti-inflammatory,31-50,mild
699.26,36.84,63.23,antidepressant,anti-inflammatory,31-50,mild
203.44,49.97,32.42,analgesic,antibiotic,31-50,none
471.42,41.68,70.81,antibiotic,antibiotic,31-50,none
677.49,7.35,22.07,analgesic,anti-inflammatory,31-50,none
798.94,9.69,14.21,anti-inflammatory,anti-inflammatory,31-50,mild
524.05,45.13,28.48,antidepressant,antiviral,51-70,none
430.35,18.29,66.71,antibiotic,antidepressant,31-50,mild
200.08,34.69,23.84,antiviral,antibiotic,51-70,mild
746.36,49.28,51.29,anti-inflammatory,antidepressant,18-30,none
687.09,11.47,25.73,antiviral,antiviral,70+,mild
324.94,41.85,33.68,cardiovascular,cardiovascular,31-50,none
192.03,49.79,2.57,cardiovascular,anti-inflammatory,51-70,mild
609.1,3.28,26.16,antiviral,antidepressant,31-50,none
765.78,36.42,51.67,cardiovascular,cardiovascular,51-70,severe
289.88,22.66,39.23,antiviral,antidepressant,31-50,none
520.41,43.81,68.19,antibiotic,anti-inflammatory,70+,none
781.08,2.74,54.57,anti-inflammatory,analgesic,51-70,none
196.16,3.28,30.37,antibiotic,antiviral,18-30,severe
793.23,41.8,3.09,cardiovascular,antiviral,18-30,none
207.92,47.31,41.75,antiviral,cardiovascular,51-70,none
700.72,9.23,23.09,antibiotic,antiviral,31-50,severe
313.81,4.63,19.5,antibiotic,antibiotic,31-50,none
443.62,4.79,19.3,anti-inflammatory,analgesic,70+,none
188.45,18.72,12.96,anti-inflammatory,analgesic,18-30,none
738.34,28.21,62.01,antibiotic,antibiotic,51-70,mild
473.83,26.81,70.28,analgesic,antiviral,70+,none
729.43,35.35,63.46,antibiotic,anti-inflammatory,18-30,none
682.35,1.61,3.75,anti-inflammatory,analgesic,51-70,none
376.89,9.1,37.81,analgesic,cardiovascular,18-30,moderate
250.91,30.7,24.96,cardiovascular,antiviral,31-50,none
225.65,27.77,25.02,antidepressant,antibiotic,18-30,none
681.43,9.5,29.7,antidepressant,analgesic,70+,moderate
741.28,35.41,60.57,analgesic,anti-inflammatory,18-30,none
575.62,45.6,40.97,antiviral,anti-inflammatory,31-50,none
333.67,6.86,55.21,antidepressant,antiviral,31-50,none
432.84,4.21,2.69,analgesic,antidepressant,31-50,none
794.99,38.56,55.73,antiviral,analgesic,31-50,none
177.06,47.34,22.81,anti-inflammatory,antiviral,70+,none
630.52,26.76,4.35,antidepressant,cardiovascular,18-30,moderate
776.72,2.72,59.6,cardiovascular,antiviral,31-50,mild
592.74,2.33,16.23,cardiovascular,antibiotic,70+,none
613.07,3.74,15.46,antibiotic,anti-inflammatory,51-70,severe
283.92,34.5,66.63,analgesic,antibiotic,51-70,none
744.91,16.6,13.57,cardiovascular,antibiotic,31-50,none
242.09,12.38,48.47,cardiovascular,antiviral,31-50,none
711.43,31.35,15.55,antiviral,antiviral,70+,mild
685.31,18.92,60.83,antibiotic,cardiovascular,31-50,none
156.78,34.66,3.97,cardiovascular,antibiotic,51-70,none
224.93,45.12,35.69,antibiotic,anti-inflammatory,31-50,moderate
763.28,12.9,49.34,antiviral,cardiovascular,31-50,none
319.97,38.07,29.04,antibiotic,analgesic,31-50,moderate
473.68,6.44,71.68,cardiovascular,cardiovascular,18-30,none
269.91,38.15,58.26,antibiotic,cardiovascular,51-70,moderate
434.77,7.22,43.39,analgesic,antiviral,70+,none
286.78,15.96,41.38,antibiotic,antidepressant,70+,none
313.02,8.86,33.8,antiviral,analgesic,31-50,none
191.37,9.28,14.8,antiviral,antiviral,31-50,mild
716.37,3.56,18.45,anti-inflammatory,antidepressant,31-50,moderate
186.86,34.27,30.1,anti-inflammatory,analgesic,51-70,moderate
260.44,46.65,27.3,antibiotic,analgesic,51-70,none
187.97,19.44,41.25,antibiotic,antiviral,18-30,mild
504.63,1.09,59.5,cardiovascular,anti-inflammatory,51-70,none
442.29,37.43,49.48,anti-inflammatory,antidepressant,31-50,mild
792.19,22.8,66.28,antibiotic,cardiovascular,31-50,none
564.11,8.8,69.68,antidepressant,antibiotic,31-50,mild
163.61,40.29,11.22,cardiovascular,cardiovascular,51-70,none
411.45,42.02,26.06,cardiovascular,cardiovascular,70+,none
449.38,22.67,68.62,cardiovascular,antidepressant,31-50,moderate
494.46,12.38,51.59,anti-inflammatory,antibiotic,70+,mild
624.05,39.23,26.8,cardiovascular,anti-inflammatory,70+,mild
349.48,19.7,34.39,anti-inflammatory,antiviral,31-50,none
738.04,47.79,62.78,cardiovascular,analgesic,18-30,none
578.77,46.86,31.66,cardiovascular,analgesic,51-70,severe
400.88,33.38,20.41,antiviral,antiviral,31-50,mild
658.21,9.97,30.2,cardiovascular,antibiotic,70+,mild
234.86,46.57,23.45,anti-inflammatory,anti-inflammatory,51-70,mild
661.53,4.38,1.62,analgesic,antidepressant,70+,none
353.64,45.1,15.41,antibiotic,antibiotic,31-50,mild
355.08,45.24,32.71,antidepressant,antiviral,18-30,none
347.11,40.14,12.35,antibiotic,antibiotic,31-50,none
252.88,27.66,34.34,antidepressant,antiviral,51-70,none
312.1,5.76,68.12,cardiovascular,analgesic,51-70,moderate
396.59,8.61,2.42,antiviral,antidepressant,70+,mild
530.18,9.17,64.47,cardiovascular,antiviral,31-50,moderate
726.22,3.54,10.58,antidepressant,antiviral,31-50,none
247.17,49.65,57.16,antiviral,antibiotic,70+,mild
766.7,4.25,43.8,cardiovascular,analgesic,51-70,severe
533.71,49.59,26.93,antidepressant,antibiotic,31-50,moderate
165.24,16.0,12.85,antiviral,antibiotic,51-70,mild
321.02,49.81,24.96,antidepressant,antiviral,70+,none
366.4,1.67,62.91,anti-inflammatory,analgesic,51-70,none
162.49,19.1,65.22,cardiovascular,cardiovascular,18-30,none
368.16,40.18,61.61,cardiovascular,cardiovascular,51-70,none
236.02,17.38,19.57,antibiotic,cardiovascular,31-50,mild
586.68,40.29,65.85,anti-inflammatory,analgesic,18-30,mild
233.54,38.13,18.25,antibiotic,antidepressant,18-30,none
206.8,3.86,52.34,antiviral,antidepressant,70+,none
551.35,7.9,45.45,cardiovascular,antiviral,70+,none
229.29,35.24,15.17,antiviral,analgesic,18-30,none
616.87,4.67,31.74,antiviral,antibiotic,18-30,moderate
556.54,9.71,59.05,antiviral,cardiovascular,51-70,none
270.94,14.47,49.01,analgesic,cardiovascular,18-30,moderate
278.52,7.28,39.48,antibiotic,antiviral,18-30,mild
645.08,9.49,61.25,antibiotic,antibiotic,31-50,mild
417.98,32.07,16.5,antidepressant,antidepressant,51-70,none
494.86,32.78,69.74,antidepressant,antidepressant,51-70,mild
373.75,36.67,45.01,cardiovascular,analgesic,51-70,mild
734.12,22.35,70.38,antiviral,analgesic,31-50,mild
603.75,30.31,69.11,anti-inflammatory,antidepressant,51-70,none
357.39,17.97,58.58,antidepressant,cardiovascular,31-50,mild
634.23,11.48,13.11,antiviral,antidepressant,31-50,none
721.98,16.29,57.53,cardiovascular,cardiovascular,70+,none
629.61,19.34,68.42,antibiotic,antidepressant,31-50,none
715.66,7.55,26.97,cardiovascular,antiviral,70+,moderate
291.05,0.92,34.53,antidepressant,antidepressant,18-30,moderate
473.26,8.0,59.91,anti-inflammatory,antidepressant,18-30,none
431.36,47.37,12.35,antiviral,analgesic,31-50,none
218.91,47.65,51.13,anti-inflammatory,antidepressant,18-30,none
290.66,24.58,68.94,antiviral,antibiotic,31-50,mild
351.9,30.96,44.43,anti-inflammatory,antibiotic,31-50,none
597.53,6.49,41.14,cardiovascular,analgesic,18-30,moderate
390.51,12.38,68.06,antiviral,antibiotic,70+,severe
736.2,23.86,20.92,antidepressant,anti-inflammatory,51-70,none
603.91,45.1,69.55,antiviral,anti-inflammatory,70+,mild
304.06,41.0,35.69,cardiovascular,analgesic,31-50,moderate
722.47,19.27,11.53,antidepressant,analgesic,31-50,none
765.64,36.42,5.75,cardiovascular,antibiotic,51-70,mild
329.54,7.24,61.19,analgesic,cardiovascular,18-30,none
686.14,24.18,11.37,antidepressant,antidepressant,31-50,none
354.21,44.17,15.2,antiviral,antibiotic,70+,mild
626.72,36.8,14.84,anti-inflammatory,antidepressant,18-30,none
394.41,35.06,61.54,antidepressant,antidepressant,18-30,none
568.59,21.13,27.17,antibiotic,cardiovascular,51-70,none
510.92,29.73,54.85,analgesic,antidepressant,31-50,none
335.1,29.37,23.92,analgesic,analgesic,18-30,mild
362.25,23.91,11.06,antiviral,cardiovascular,31-50,none
407.1,16.4,60.36,analgesic,antiviral,31-50,none
517.65,28.47,63.71,analgesic,antiviral,51-70,none
194.13,7.66,38.12,antiviral,antibiotic,18-30,moderate
384.21,17.92,6.76,antidepressant,analgesic,31-50,none
567.18,19.86,12.0,analgesic,antibiotic,31-50,none
224.91,45.58,19.51,antibiotic,analgesic,51-70,none
697.88,11.35,4.01,antibiotic,antibiotic,70+,mild
770.37,6.97,23.68,cardiovascular,antiviral,51-70,moderate
469.95,33.52,50.5,anti-inflammatory,analgesic,18-30,none
533.28,10.52,42.37,analgesic,antidepressant,51-70,none
734.08,8.29,16.11,anti-inflammatory,analgesic,70+,none
633.77,14.14,40.49,anti-inflammatory,cardiovascular,18-30,none
367.42,16.42,19.48,analgesic,antiviral,31-50,mild
168.73,30.21,47.25,anti-inflammatory,cardiovascular,18-30,none
219.37,46.66,15.6,anti-inflammatory,antiviral,51-70,none
691.4,33.74,63.95,antidepressant,antidepressant,31-50,none
728.63,42.19,16.39,analgesic,antidepressant,18-30,none
689.23,43.03,15.65,antiviral,cardiovascular,51-70,none
640.01,46.05,35.09,anti-inflammatory,antidepressant,51-70,mild
583.57,46.9,6.51,analgesic,analgesic,70+,none
765.41,46.51,22.54,cardiovascular,antiviral,31-50,none
253.67,2.77,16.29,antibiotic,cardiovascular,51-70,none
574.86,14.94,3.48,analgesic,antidepressant,18-30,mild
447.0,46.62,70.81,antibiotic,analgesic,70+,none
169.74,46.56,34.83,analgesic,analgesic,18-30,none
302.62,43.5,42.16,anti-inflammatory,antidepressant,31-50,none
625.43,7.75,5.63,antiviral,cardiovascular,18-30,none
473.33,41.54,30.28,analgesic,anti-inflammatory,70+,none
719.64,35.52,52.04,antibiotic,antidepressant,18-30,none
326.78,43.61,17.67,cardiovascular,analgesic,70+,severe
707.05,27.99,50.91,antibiotic,antiviral,51-70,moderate
180.74,18.27,43.46,cardiovascular,cardiovascular,31-50,none
622.03,27.08,23.77,antiviral,antidepressant,31-50,moderate
527.14,18.67,70.83,antidepressant,antibiotic,51-70,none
502.47,18.08,31.65,anti-inflammatory,antidepressant,70+,none
366.32,18.0,34.13,anti-inflammatory,antiviral,18-30,mild
708.81,31.29,43.51,anti-inflammatory,antiviral,51-70,mild
253.63,39.96,10.91,antibiotic,antiviral,31-50,moderate
793.83,27.25,37.89,anti-inflammatory,analgesic,31-50,none
507.79,47.12,53.52,antiviral,antiviral,51-70,none
693.7,18.73,67.52,anti-inflammatory,antiviral,51-70,none
292.4,17.62,29.97,analgesic,antibiotic,51-70,none
731.9,9.5,1.04,anti-inflammatory,analgesic,31-50,mild
745.3,34.78,22.77,cardiovascular,antidepressant,51-70,moderate
679.42,1.27,3.21,analgesic,antibiotic,18-30,none
654.44,3.66,18.99,analgesic,cardiovascular,70+,moderate
538.41,17.22,27.62,antidepressant,cardiovascular,51-70,moderate
747.71,31.8,43.13,antiviral,cardiovascular,70+,none
316.26,23.73,57.65,anti-inflammatory,analgesic,31-50,none
531.63,44.04,68.39,antiviral,cardiovascular,70+,none
643.38,4.43,18.9,analgesic,analgesic,18-30,moderate
689.91,31.6,7.67,cardiovascular,antiviral,31-50,none
359.87,27.68,50.99,cardiovascular,antibiotic,51-70,none
211.72,34.22,43.13,antiviral,analgesic,70+,none
451.07,34.89,28.56,anti-inflammatory,antiviral,51-70,none
314.58,5.97,37.69,antibiotic,cardiovascular,31-50,none
365.42,5.57,11.99,analgesic,antibiotic,31-50,mild
311.88,19.43,53.86,antiviral,antibiotic,51-70,moderate
371.05,34.18,61.03,antibiotic,antiviral,31-50,moderate
605.51,45.59,8.21,antibiotic,antibiotic,51-70,moderate
434.76,18.4,50.62,analgesic,antiviral,31-50,none
600.98,31.78,8.55,cardiovascular,analgesic,31-50,none
192.36,13.21,68.36,antidepressant,cardiovascular,31-50,mild
747.53,45.34,63.16,analgesic,analgesic,18-30,none
439.97,49.83,27.51,antidepressant,cardiovascular,18-30,mild
663.5,9.36,30.34,anti-inflammatory,analgesic,18-30,none
605.96,0.66,5.26,analgesic,analgesic,31-50,mild
322.83,26.57,22.54,antibiotic,antidepressant,70+,mild
272.63,23.79,34.99,analgesic,antibiotic,31-50,none
561.71,27.12,58.07,antibiotic,antiviral,18-30,none
194.2,25.72,71.1,anti-inflammatory,antibiotic,18-30,none
639.72,42.0,26.68,antibiotic,antidepressant,31-50,none
358.32,19.79,14.68,antiviral,antidepressant,31-50,none
544.18,43.36,54.15,antibiotic,cardiovascular,51-70,mild
569.93,37.8,12.17,anti-inflammatory,anti-inflammatory,31-50,none
652.51,21.69,3.19,analgesic,anti-inflammatory,18-30,mild
566.91,18.54,28.92,cardiovascular,antiviral,51-70,none
746.12,15.24,39.01,antidepressant,antidepressant,70+,none
642.32,41.99,42.86,anti-inflammatory,antiviral,51-70,mild
579.66,28.74,34.32,analgesic,antiviral,31-50,none
560.39,12.65,20.04,antidepressant,antidepressant,31-50,mild
298.1,46.35,24.02,antibiotic,anti-inflammatory,18-30,mild
367.75,33.84,20.78,anti-inflammatory,cardiovascular,51-70,none
272.43,30.69,56.87,antiviral,antidepressant,18-30,none
509.39,10.3,33.85,anti-inflammatory,antibiotic,18-30,none
619.78,14.64,18.54,anti-inflammatory,antiviral,51-70,mild
473.02,12.36,35.39,antidepressant,anti-inflammatory,31-50,mild
371.91,12.81,6.12,analgesic,cardiovascular,51-70,mild
272.8,46.71,66.87,cardiovascular,anti-inflammatory,31-50,none
330.11,28.42,15.14,analgesic,cardiovascular,51-70,mild
434.16,15.73,10.92,analgesic,antidepressant,51-70,none
796.22,2.15,5.99,analgesic,anti-inflammatory,31-50,mild
632.97,21.22,3.84,antiviral,anti-inflammatory,18-30,none
222.43,48.84,52.09,antidepressant,cardiovascular,18-30,moderate
638.62,46.4,26.1,antibiotic,antibiotic,18-30,moderate
529.68,38.14,13.2,cardiovascular,antibiotic,31-50,mild
521.31,30.75,70.16,cardiovascular,analgesic,18-30,mild
699.5,11.13,33.62,antibiotic,antibiotic,70+,mild
586.26,21.82,62.12,cardiovascular,cardiovascular,18-30,none
215.24,4.19,51.58,cardiovascular,antibiotic,51-70,none
397.11,27.11,20.29,antiviral,cardiovascular,31-50,mild
718.85,17.18,2.47,anti-inflammatory,anti-inflammatory,31-50,none
243.94,3.96,60.42,antiviral,cardiovascular,18-30,none
412.6,10.97,26.08,antidepressant,antibiotic,51-70,mild
720.52,48.04,49.74,anti-inflammatory,antibiotic,51-70,mild
192.05,35.68,2.55,anti-inflammatory,antidepressant,31-50,mild
439.46,21.26,32.05,antidepressant,antibiotic,31-50,none
742.54,13.07,12.22,antibiotic,anti-inflammatory,51-70,none
699.84,48.96,26.88,antibiotic,analgesic,51-70,none
253.19,30.81,40.25,antidepressant,analgesic,31-50,none
242.06,21.85,62.84,antibiotic,antibiotic,31-50,none
258.31,3.43,62.9,anti-inflammatory,analgesic,31-50,none
713.42,37.08,21.47,cardiovascular,cardiovascular,70+,none
303.56,40.41,14.87,antiviral,analgesic,18-30,mild
266.17,6.29,33.84,antidepressant,antiviral,18-30,mild
496.88,9.42,56.87,antidepressant,antibiotic,51-70,none
477.93,2.94,10.58,analgesic,cardiovascular,18-30,mild
235.99,43.1,60.23,anti-inflammatory,antidepressant,31-50,none
613.73,8.19,44.03,analgesic,analgesic,70+,mild
238.34,14.43,38.55,cardiovascular,antiviral,51-70,none
727.72,23.38,46.96,anti-inflammatory,antidepressant,51-70,none
525.36,41.9,29.77,antidepressant,anti-inflammatory,70+,mild
232.06,1.92,6.21,antidepressant,antidepressant,18-30,moderate
737.71,19.19,22.27,analgesic,antidepressant,31-50,none
653.8,37.54,32.95,anti-inflammatory,antiviral,18-30,none
665.94,19.88,11.1,antibiotic,cardiovascular,31-50,none
391.52,10.31,10.26,analgesic,antibiotic,70+,mild
733.08,46.15,21.97,analgesic,antidepressant,31-50,none
431.7,29.95,26.19,anti-inflammatory,anti-inflammatory,31-50,mild
757.09,43.44,35.04,antidepressant,antidepressant,18-30,mild
794.86,7.38,51.49,antidepressant,analgesic,18-30,none
292.15,26.1,2.71,cardiovascular,antidepressant,51-70,mild
335.2,2.64,37.71,analgesic,cardiovascular,51-70,moderate
431.72,25.75,48.31,anti-inflammatory,antiviral,51-70,none
249.66,41.25,24.44,antiviral,cardiovascular,51-70,none
562.88,7.28,55.11,antibiotic,analgesic,51-70,none
178.61,0.7,10.44,cardiovascular,anti-inflammatory,18-30,none
669.66,44.17,31.31,anti-inflammatory,antidepressant,70+,mild
256.2,1.97,52.63,analgesic,antibiotic,31-50,severe
787.78,46.25,36.04,analgesic,antiviral,31-50,moderate
786.65,42.54,68.85,antidepressant,anti-inflammatory,31-50,none
727.96,40.74,24.47,antiviral,antidepressant,31-50,none
533.36,34.16,58.24,antibiotic,antibiotic,51-70,none
432.02,13.68,67.74,antidepressant,cardiovascular,70+,severe
534.6,40.1,19.29,antibiotic,anti-inflammatory,18-30,mild
659.26,44.05,18.66,antibiotic,analgesic,51-70,none
409.9,28.37,22.24,antibiotic,antibiotic,51-70,none
766.52,33.18,56.02,analgesic,cardiovascular,31-50,mild
785.93,16.76,27.3,antidepressant,antibiotic,31-50,mild
798.57,46.4,29.14,antibiotic,cardiovascular,31-50,none
672.94,16.87,43.46,anti-inflammatory,cardiovascular,70+,mild
215.43,4.21,53.36,antibiotic,anti-inflammatory,31-50,severe
665.83,34.9,11.78,analgesic,analgesic,31-50,none
171.25,14.64,60.89,antiviral,antiviral,70+,none
206.89,8.34,22.99,analgesic,analgesic,70+,none
203.52,2.07,1.02,antibiotic,antibiotic,70+,mild
323.76,14.64,60.42,analgesic,anti-inflammatory,31-50,none
192.21,30.35,19.46,antiviral,antiviral,31-50,none
334.4,19.73,25.04,antibiotic,antiviral,31-50,moderate
444.13,47.59,22.75,antiviral,antiviral,51-70,none
666.27,42.37,48.3,antibiotic,antibiotic,31-50,moderate
607.1,1.94,5.17,analgesic,antibiotic,18-30,none
197.74,38.54,49.83,anti-inflammatory,antibiotic,51-70,mild
432.97,6.22,46.75,antiviral,anti-inflammatory,51-70,none
732.13,32.84,26.86,cardiovascular,antibiotic,31-50,moderate
181.79,42.07,58.06,cardiovascular,antibiotic,51-70,none
659.42,43.14,32.92,antidepressant,antiviral,70+,mild
424.53,15.81,66.0,anti-inflammatory,antiviral,18-30,none
312.89,4.75,63.16,antidepressant,antibiotic,18-30,none
241.22,25.69,36.17,antidepressant,antibiotic,51-70,none
560.5,35.6,57.81,antidepressant,antidepressant,18-30,mild
463.82,41.23,36.58,antibiotic,antibiotic,31-50,none
478.24,26.59,64.16,anti-inflammatory,anti-inflammatory,70+,none
277.83,38.51,52.92,analgesic,cardiovascular,70+,mild
797.91,22.88,21.2,analgesic,cardiovascular,31-50,mild
777.31,3.23,59.9,cardiovascular,cardiovascular,70+,none
354.87,29.59,32.9,antidepressant,antiviral,70+,none
680.88,33.45,42.15,cardiovascular,antidepressant,18-30,moderate
683.98,12.03,1.16,analgesic,analgesic,51-70,mild
327.86,40.74,39.8,cardiovascular,analgesic,31-50,severe
566.01,15.38,43.62,analgesic,cardiovascular,70+,mild
288.72,33.1,21.42,analgesic,antibiotic,70+,none
265.2,32.84,2.01,cardiovascular,analgesic,31-50,moderate
309.64,24.05,8.06,antiviral,antiviral,31-50,none
420.12,45.31,15.49,antibiotic,antidepressant,18-30,none
755.63,15.54,39.5,anti-inflammatory,antiviral,18-30,moderate
704.47,0.27,18.01,antidepressant,antibiotic,18-30,none
443.34,6.16,55.39,anti-inflammatory,cardiovascular,31-50,none
660.57,17.88,7.53,antibiotic,cardiovascular,51-70,mild
504.45,12.59,2.29,anti-inflammatory,analgesic,70+,mild
489.36,34.51,14.79,antiviral,antidepressant,18-30,mild
704.78,39.65,31.7,anti-inflammatory,cardiovascular,18-30,mild
652.75,37.41,5.75,antiviral,antibiotic,51-70,severe
756.97,39.06,40.58,cardiovascular,cardiovascular,31-50,none
173.65,9.49,41.54,analgesic,antiviral,70+,moderate
